icon_id,current_status,existing_internal_review,maximum_narrow_run,minimum_sampled_ink_gap,file
pump-action-shotgun,pass,True,21.9914,3.4081,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/pump_action_shotgun_e464a014_40c8_48ee_807f_4831de2ebb07.py
qq-logo,pass,False,2.4985,0.9747,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/qq_logo_33db33ce_014a_4b36_84ae_5904fc12a1b9.py
rabbit-hat,fail,True,10.2384,2.0011,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rabbit_hat_76673aeb_4a61_54b9_bad5_6b8be079fdb3.py
rainbow-between-clouds,fail,False,2.2453,1.8521,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rainbow_between_clouds_41049662_f336_4650_9604_e8d4818347cc.py
rainbow-between-clouds-v2,fail,False,2.2453,1.8521,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rainbow_between_clouds_v2.py
raised-hand-with-wristband,pass,True,2.9949,1.4792,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/raised_hand_with_wristband_3a6c3bc9_f2a1_58b2_b3e3_f32d549ac081.py
raised-hands,pass,True,5.7444,-2.6994,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/raised_hands_edb689ca_cd27_4549_8c47_f9318a368dbd.py
ram-head-profile,fail,True,34.9551,-0.4312,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ram_6aef658c_d64b_5b48_9741_4b181ac5d01b.py
rattlesnake,fail,True,35.7325,-2.9297,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/reptile_rattlesnake_d4648896_3720_5e11_b38e_0b0c450735c6.py
rel-file-path,pass,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rel_file_path_9f06963c_61f8_5250_b0a6_c8190e15eb8b.py
resistor,fail,False,19.7097,-2.5876,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/resistor_a3c8bc32_4fd0_5a98_8e0a_20f80c3fed92.py
restaurant-fork-knife,review,True,11.9788,1.8016,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/restaurant_fork_knife_24a6b06c_3fec_43a0_aca0_b205c99c496b.py
retro-film-camera,pass,True,7.9874,0.8378,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/retro_film_camera_f8f65aa8_b637_5904_b76a_4ba17f99647f.py
rhino-head-profile,fail,True,15.9745,-3.1503,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rhinoceros_head_3f24f610_9641_44f3_9d96_40bea7d2f1ae.py
rhinoceros-beetle,fail,True,10.7475,-3.2787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/insect_a3ac6b82_c411_5429_a660_13ed29312dcd.py
rhythmic-ribbon,pass,True,7.9799,2.4454,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rhythmic_ribbon_18afe439_cb6c_56c8_a073_523d474849db.py
riceball-onigiri-japanese-food,pass,True,9.9859,2.6103,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/riceball_onigiri_japanese_food_c5f3d015_f357_4558_83c4_b1b415b396f9.py
road-curvy,pass,True,5.9915,0.46,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/road_curvy_4833709a_4df3_5540_afa1_9f941f965c93.py
rocky-mountain,pass,False,2.2487,0.9662,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rocky_mountain_84a801ec_9a72_520e_9d5e_e141e4bfa565.py
roe-deer-head,fail,False,6.2403,1.9674,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/roe_a6e5811a_5ac5_4155_93df_333cfdf54826.py
rose-stem,pass,False,6.9807,1.776,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rose_stem_51e76296_a983_5334_b175_a7cea9b5c594.py
round-cap,fail,False,2.9857,1.1604,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/round_cap_30e26f6b_4595_560c_bfbe_0115d910a155.py
rubber-duck,fail,True,2.7453,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rubber_duck_fa2889c7_57d2_428f_8252_73ab1ffeeda4.py
rwd-text-label,pass,True,26.1652,-3.1232,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rwd_text_label_f23b690a_f045_4262_b63b_4ae8fe0b8f41.py
sabre-tooth-head,fail,False,3.4961,-2.3643,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tiger_head_84e8cc32_4f07_4abc_b10f_ca70cb883ea0.py
sad-crying,fail,True,16.4713,0.7998,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sad_crying_785e1eca_19ef_5be9_9188_d492077d05a9.py
saint-patricks-cathedral,fail,False,13.7366,-2.0313,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/saint_patricks_cathedral_ba7cf760_7e10_436f_9df8_88583ee2248b.py
saint-patricks-cathedral-v2,pass,False,13.7465,-2.0274,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/saint_patricks_cathedral_v2_ba7cf760_7e10_436f_9df8_88583ee2248b.py
salamander,fail,True,24.7385,-0.0039,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/amphibian_chameleon_5e7c5c9e_90c6_5735_abc3_868752026589.py
satellite,pass,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/satellite_89743831_f496_4d64_9252_39621b32abcc.py
scoreboard-on-posts,pass,True,3.492,0.5358,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/scoreboard_on_posts_26cfbb23_55d5_4b36_b8ee_026317013752.py
scorpion,fail,False,2.2431,3.1339,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/insect_scorpion_447f79a2_697e_4660_a5cc_b4e957e71821.py
scorpion-v5,fail,False,2.2431,3.1339,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/scorpion_v5.py
sea-lion,pass,True,4.9925,2.3438,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seal_body_7188aa8a_305f_404d_bfe3_07ee8f265206.py
sea-lion-v2,fail,True,4.2489,1.8847,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sea_lion_v2.py
sea-lion-v3,pass,True,4.9925,2.3438,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sea_lion_v3.py
seahorse,fail,True,3.9949,1.3859,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seahorse_2f6a3c15_cfca_5d3d_83d6_1c6bddf42ba8.py
seal-balancing-ball,fail,True,8.2478,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seal_ball_51d0c88f_615f_440d_bdfa_7172f9404ea7.py
seal-balancing-ball-v3,fail,True,8.2478,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seal_balancing_ball_v3.py
seedling-in-laboratory-flask,pass,False,5.7444,3.0393,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seedling_in_laboratory_flask_043bbb0a_ec23_47f4_bd3b_7394bf708232.py
seven-days-stacked-label,fail,True,7.2063,1.503,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/seven_days_stacked_label_e220de6b_3280_456c_b80e_dc2702654cac.py
shaka-hand-sign,pass,True,6.9967,1.7482,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shaka_hand_sign_08ec72a7_e066_5d37_92bf_00b3b47c7b57.py
shape-pyramid,pass,False,12.7353,-1.9807,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shape_pyramid_ffac12bb_a64d_57ec_9011_df4cb6375936.py
shark,fail,False,5.9934,-2.7918,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_95204d95_a8bd_5a8e_93cd_7c39a5c25ffe.py
shell-with-seagrass,pass,False,19.4874,1.5454,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shell_sea_grass_b6b89579_fc5e_4e62_9315_3b593b0c12db.py
shield-ccabab03,pass,True,2.998,2.0718,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shield_ccabab03_0d95_4343_affe_80e83e72cb24.py
shield-d1bd5949,fail,False,2.9932,0.149,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shield_d1bd5949_e22e_4d27_a775_87a0d0628b3c.py
ships-anchor,fail,False,4.7381,0.3312,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ships_anchor_034b7012_646c_415d_b54b_2efd12d0ccce.py
shopping-bag-1b586bc1,pass,True,7.7486,0.9986,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shopping_bag_1b586bc1_bc24_4649_9d1f_2c9c15a8444b.py
shopping-basket-shopping,pass,True,3.9929,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shopping_basket_b8307606_fc5e_5c79_9f79_07ac43dd5ed8.py
shopping-cart-empty,fail,False,6.7045,1.5787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shopping_cart_empty_265d771c_37ea_4a56_8f73_ffaf2094e77b.py
shrimp,fail,True,37.7056,-2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shellfish_shrimp_c9a4b76d_c47f_5b37_8116_0f507820f490.py
siberian-husky-face,pass,False,3.9846,2.932,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/siberian_husky_face_a79702ba_8765_4a37_a132_551076abd518.py
sideways-laughing-face,pass,False,3.2482,2.7702,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sideways_laughing_face_4feba1bf_cee4_51a9_a624_43ced9904fef.py
sign-badge-badge,pass,True,2.9975,2.0765,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sign_badge_badge_0606d6db_2248_5c0f_86c8_a52713867ba6.py
signature-sign-interface-essential,pass,True,8.4943,2.3645,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/signature_sign_c8c50287_9505_4d7a_9b3a_91b9a790ffa6.py
simple-shark,fail,False,6.2397,-2.1359,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_ba3b7416_8143_5dcf_8dad_7b14c1ad66f2.py
singing-bird,fail,False,10.2445,-2.3436,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_sing_100799e2_7de7_58f9_a91a_cf91475c62fe.py
singing-bird-v2,fail,False,10.2493,-2.3435,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/singing_bird_v2.py
singing-bird-v3,fail,False,10.2445,-2.3436,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/singing_bird_v3.py
sitting-fox,fail,True,27.4992,-1.7296,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fox_tail_47ad4fc2_b439_5ef7_adbd_a64d7a859c79.py
sitting-koala,fail,True,6.7045,-2.0309,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/koala_body_7aff43af_b040_54db_ae24_ae746f735733.py
sitting-rabbit,fail,True,12.7163,1.852,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rabbit_body_c76e3bee_26aa_4b66_9845_18e5b5d46930.py
sitting-wolf,fail,True,3.9955,2.6777,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wolf_sit_ce57bca7_bdb1_57fb_9a36_af5cf099f15d.py
six-leaf-hanging-vine,fail,False,3.2477,2.7923,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/six_leaf_hanging_vine_5044236b_6b82_4b28_beb5_504a9abb027a.py
ski-goggles,fail,False,2.7491,1.8559,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ski_goggles_63a44219_0af5_5214_abed_771271356b20.py
skip-forward-solo,fail,True,21.0,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/skip_forward_solo_8ce0c35d_f4cb_526e_93da_1cd93ff0c33d.py
skull-c8f4a237,fail,True,4.2481,2.4291,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/skull_c8f4a237_2d49_56fe_b32e_7b5ef8c9b2b1.py
skunk,fail,True,7.7497,0.2887,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/skunk_c747f16a_3172_497d_9495_75b5f73d5aba.py
slithering-snake,fail,False,4.2308,0.7193,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/reptile_snake_b9c71843_781d_5e9d_b95a_fc396d1211d1.py
sm-text,pass,True,20.9965,-2.671,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sm_text_4948e3d9_c691_4600_b65b_84b1ea7abd1c.py
snail-shell-spiral,pass,False,4.7454,1.8541,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/snail_shell_ac736fb4_930d_5099_ae75_efdc2b2a7f88.py
snail-shell-spiral-v2,pass,False,4.7454,1.8541,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/snail_shell_spiral_v2.py
snake-arrow,pass,False,4.7489,1.8054,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/snake_arrow_6863216f_97f4_4780_83e6_d21187daf63c.py
snapping-fingers,pass,True,4.4972,2.8258,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/snapping_fingers_41b5b0d1_156f_5251_9acd_2572d09a0ddb.py
sos-text,pass,False,7.2233,1.2146,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sos_text_298706d3_05c2_49c9_816c_461ebbb76674.py
spartan-helmet,fail,False,5.9919,-2.3122,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/spartan_helmet_72959280_0cd4_51d8_9544_b784119c7e1d.py
speaker,pass,False,3.2489,1.7451,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/speaker_81d4c431_5d96_51d5_9f0d_22d192c29508.py
spider-on-thread,fail,False,2.9894,1.3493,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/spider_380869ce_057f_4cbf_be51_92de0ec1f4e3.py
spiral-shell,pass,False,4.7454,1.8541,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shell_2edb1386_cc42_5319_ac47_13902a62e1ed.py
spiral-shell-v2,pass,False,4.7454,1.8541,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/spiral_shell_v2.py
spiraling-tornado,fail,False,10.7335,0.8442,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/spiraling_tornado_dc2f84e2_1e3c_4253_9ea5_be6ccd2c901f.py
spoilt,fail,False,2.9963,-3.8248,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/spoilt_3386f387_266e_5903_a940_474434b6b765.py
spouting-whale,fail,True,5.2475,-3.007,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/whale_body_769eae2e_e0b1_5885_a663_304ba6167b21.py
squirrel,fail,True,4.739,3.3707,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/squirrel_4582abe5_3297_4fa0_961e_cfe5747d887e.py
stacking-ring-toy,fail,False,2.2474,1.8538,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/stacking_ring_toy_11f12d81_7f9c_589f_99c1_4d862f93acd8.py
stacking-ring-toy-v3,fail,False,2.2474,1.8538,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/stacking_ring_toy_v3.py
standing-deer,fail,True,2.4948,2.2611,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/deer_body_a6ff6a0a_a017_4795_b53f_e68479e6966b.py
standing-elephant,fail,True,9.4776,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/elephant_5c76e262_54ad_5610_ab09_79dc0d015364.py
standing-fox,fail,True,10.7377,0.5263,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fox_body_a2531d4f_210e_48fb_888b_269b7179c1ab.py
standing-giraffe,fail,True,7.4904,-1.7167,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/giraffe_body_91e66038_39e6_4fde_9641_6dc2916522b9.py
standing-hippo,fail,True,10.7436,1.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hippo_body_559fae17_bef3_4dfd_a513_8e884c846916.py
standing-hyena,fail,True,3.4965,2.0989,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hyena_24a9c868_e028_5cb9_abe7_46d997efd4de.py
standing-lion,fail,True,10.7308,1.8529,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/lion_body_48ee2f2f_fef8_43a6_b301_d910d4dce828.py
standing-rhino,fail,True,6.2463,-2.5512,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/rhino_body_7b7bd1ef_36e9_5308_b313_f7a67efdfb4d.py
stapler,fail,True,18.7004,3.8728,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/stapler_769934a7_f4c1_53a0_94f4_8cabcbf5384b.py
steam-locomotive-front,fail,True,16.2273,2.2244,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/steam_locomotive_front_fe8149c0_05d0_48a7_8d19_bbf8b80b9df4.py
stitch-head,pass,True,8.9709,2.7741,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/stitch_head_7058335c_7863_533e_a5e9_afc7976df39c.py
straight-bodied-missile,pass,True,5.9897,2.0011,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/straight_bodied_missile_28e9017b_7607_52ed_86ab_5023105135c0.py
study-desk-with-lamp,pass,False,9.2121,1.888,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/study_desk_with_lamp_96cc0b09_3124_454c_a0fa_7e36ef8a9bd5.py
sub-text,pass,False,7.2233,1.2146,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/sub_text_295f78a7_9bc7_4067_98f6_00bc14bc4585.py
suspended-succulent-planter,fail,False,10.2231,0.9941,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/suspended_succulent_planter_5cbfa835_9e2f_4167_8646_e8f8c56bf395.py
swan,fail,True,41.7431,0.5793,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swan_e1c2ec12_29d4_43de_8365_abebc8b3719d.py
swan-on-water,fail,True,6.9904,-0.1445,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swan_water_42f8bd3b_a505_5e06_aa4e_65cccbc46650.py
swan-on-water-v2,fail,True,11.7187,1.5111,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swan_on_water__v2.py
swift-logo,pass,True,16.479,-2.259,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swift_logo_00fea778_55ec_442f_9e36_574d44a3c22a.py
swimming-dog,pass,True,3.967,2.0951,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/swimming_dog_2579e93c_54a1_5e07_b122_57efb336f1ff.py
swimming-shark,fail,False,6.9912,-3.014,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_fish_a336a06d_0ee4_50a5_9f71_9443685b0e79.py
switch-on,fail,True,9.2456,1.7129,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/switch_on_69a3714e_47a4_5c41_9c78_1b1b26a4a41c.py
tall-crescent-moon,fail,False,15.2313,-2.5269,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tall_crescent_moon_ab11dce4_bd70_5a18_b77d_6f0e04cf719c.py
tank-top,pass,True,5.4987,0.087,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tank_top_39361dc4_7a27_511a_8675_7fff10adc8f5.py
tank-top-female,pass,True,4.2434,-1.297,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tank_top_female_21d58f2e_6689_5795_8249_4a28fef84464.py
tank-top-pattern,pass,True,4.7465,0.5902,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tank_top_pattern_14c7988c_7b00_43c2_8ae6_b27ca4b9e303.py
te-text-u,pass,True,7.4638,1.3066,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/te_text_u_c11d8345_5e6e_493f_985d_ee6acb6e9b09.py
terrier,fail,True,2.7461,2.7022,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/terrier_f1950074_4cd5_5fc7_9ef0_4b5f76445f3a.py
three-blossom-vase,fail,False,2.4959,1.853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/three_blossom_vase_be226f7d_f4e6_5551_aab3_0a5dbbe94df5.py
three-blossom-vase-with-paired-leaves,fail,False,2.4959,1.853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/three_blossom_vase_with_paired_leaves_0d236e3c_000a_4b02_9065_9a95cf6d2b26.py
three-flying-birds,fail,True,3.4951,-2.163,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_flock_bd7a738c_4a9b_4749_ad10_1147ea353f15.py
three-flying-birds-v2,fail,False,2.7424,-3.3419,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/three_flying_birds_v2.py
three-heart-plant-in-square-pot,pass,False,5.4902,1.534,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/three_heart_plant_in_square_pot_e88fb37a_e605_4d7e_a557_9e046dcb12ba.py
three-leaf-plant-in-rimmed-pot,fail,True,17.0,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/three_leaf_plant_in_rimmed_pot_59bd8f8a_6e16_5d75_8440_2dd7ac193d8d.py
thumbs-up-5680cb28,pass,True,4.494,1.789,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/thumbs_up_5680cb28_5cf7_4d7c_98be_ae372bac6440.py
thumbs-up-symbol,fail,True,5.4986,2.3772,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/thumbs_up_159051f0_87aa_4c05_9b9f_53abd2ca05ef.py
thumbs-up-with-cuff,pass,False,2.2494,2.9744,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/thumbs_up_with_cuff_2bea9e0b_767f_58ff_b6ac_925efe58864c.py
thumbs-up-with-rays,pass,False,2.2494,2.9744,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/thumbs_up_with_rays_8a122de0_7180_52c5_8bd5_14e784bbdefc.py
timeout-hand-gesture,pass,True,8.2319,0.8379,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/timeout_hand_gesture_e351ae44_4522_4dcb_be47_e2010123e00a.py
titanic-belfast-museum,fail,True,22.0,3.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/titanic_belfast_museum_0448e60a_2fc8_4f3a_970a_2da944490478.py
toilet-with-raised-lid,pass,True,2.7434,0.0005,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/toilet_with_raised_lid_4149b357_e017_5e2e_ad58_862cd9f50c7b.py
tooth,pass,True,2.9959,2.0331,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tooth_9ec250e0_3b4c_4302_a78f_3f0f5baf59cb.py
tooth-c824bba6,pass,False,5.7442,1.6104,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tooth_c824bba6_97fc_5703_b191_38a9a062efc1.py
tooth-fc42d854,pass,True,2.9959,2.0331,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tooth_fc42d854_a048_46f9_bc3b_a3df08ebee06.py
tooth-health,pass,True,9.7369,0.9799,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tooth_a4bf80e9_a024_41d0_9f6a_7835803dea1e.py
tow-truck,pass,False,2.2403,1.8489,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tow_truck_e939427f_b3d8_523c_b7f9_0e367c354fd2.py
toy-mouse-feather-plumes,pass,True,2.7475,2.1889,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/toy_mouse_feather_plumes_ea419f46_c2ac_42f4_aa7c_55fd17b6df6e.py
trash-809378b8,fail,True,4.2343,2.5409,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/trash_809378b8_e0d0_4cfb_9e28_6f64d31ac4f8.py
trash-state,fail,True,4.2343,2.5409,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/trash_5e0c6d19_547e_46f0_8ec6_c837972fb3f0.py
triangular-hang-glider,pass,True,17.7221,-2.4647,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/triangular_hang_glider_46124d39_e8cc_47e1_a905_ab2eb126c524.py
triceratops-head-side,fail,False,8.7472,-1.9078,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dinosaur_triceratop_head_ab37d703_44f6_4eec_9a9a_969ad9012fc3.py
ts-text-u,pass,True,3.9779,2.1858,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ts_text_u_9bac00f7_2dac_4474_9e27_c7fa30bf8b90.py
tsunami-waves-v2,fail,False,12.9972,-1.1337,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/tsunami_waves_v2_80322d1d_edad_51a6_b07f_d29f5610e916.py
two-blossom-vase,fail,False,2.4959,1.853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/two_blossom_vase_17b4e4f0_64b5_500d_a432_783026ce580b.py
two-person-bobsled,pass,False,3.9921,3.0087,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/two_person_bobsled_74f7f368_6906_5585_817b_03179cddf3aa.py
two-way-label,fail,True,9.6984,-2.1431,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/two_way_label_cd9bea8f_8517_461f_8200_f3e2227f3c22.py
two-woman-busts,pass,False,13.4745,1.4012,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/two_woman_busts_33f91774_80a6_484a_b389_240a82b9a4ed.py
two-women-with-fringe,pass,False,13.4745,1.4012,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/two_women_with_fringe_a39aa19c_ac24_4e35_8e35_e653e256f2f7.py
uhd-text,fail,True,28.4445,-0.5405,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/uhd_text_b0cda311_e543_4320_895b_b795fcc497b0.py
undo,pass,False,3.4942,2.3611,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/undo_ca81781a_87b1_5f68_8c21_db6549eefdae.py
v,pass,False,2.7453,1.6335,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/v_75342af9_6b01_531b_a587_9a00d6f75ef7.py
vectors-add-anchor,fail,False,6.9528,1.5795,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vectors_add_anchor_eb962df2_7d7e_4704_b588_8cea12d18d62.py
vest,pass,True,5.4936,1.2578,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vest_9963752c_f283_5c36_a3c0_ef495c43ec6f.py
