id,concept,old_categories,new_categories,reason,linked_profiles
742a102d-2547-4878-9ea9-c64ad681d52b,User Profile Selection Cursor,state other,state other primitives-generate,other-generate,SOLO48 SUB32
74365d63-bacc-45d5-a650-0b413e938b66,Text Color Formatting Tool,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
745775ce-c7ef-5366-a215-5d6b54307c4c,Mathematical Function FX Symbol,other,other primitives-generate,other-generate,SOLO48
74616fe2-7fa5-4153-90e2-d47735996627,Number Fifty Three,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
748d6e5f-8942-4061-a602-5b499075202e,Facial Recognition Scan,other,other primitives-generate,other-generate,SOLO48
74975c3d-4711-563d-ae30-cdae3669b11b,Three Dimensional Cube,shipping other,shipping other primitives-generate,other-generate,SOLO48
749c49e8-3491-46dc-9c16-62b4f5a5ab0c,Horned Bull Head Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SYMBOL32
74af51b8-794a-4a67-b95c-616f408607d0,Simple Computer Mouse,computers other,computers other primitives-generate,other-generate,SOLO48 SUB32
74d6ac6c-9f6f-4183-9ee6-960cbc7f4216,Human Brain Hemispheres,artificial-intelligence other,artificial-intelligence other primitives-generate,other-generate,SOLO48 SUB32
7443f092-4834-4d07-9b5b-1b7914777905,Minimalist Chicken Face,animals state other,animals state other primitives-generate,other-generate,SOLO48 SUB32
7500cf20-50c6-4ded-9bb2-320b91cd3da9,Simplified Child Figure Icon,other,other primitives-generate,other-generate,SOLO48
76037a9d-c93a-4f5b-800a-7b3e14c497ef,Fitness Weightlifting Dumbbell,other,other primitives-generate,other-generate,SOLO48
760eff2b-e2a4-5207-9921-b55280c076a0,4G Mobile Network Symbol,mobile other,mobile other primitives-generate,other-generate,SOLO48
76bb4d83-127a-418e-8056-1e02ea581c14,Mobile Phone Security Key,other,other primitives-generate,other-generate,
778805bf-7bdb-483a-857d-4f8a8f367755,Car Seat Side View,other,other primitives-generate,other-generate,SOLO48
77a9a1be-a2d4-5191-ae6c-dfc09d08e04f,Glowing Light Bulb Idea,school-learning other,school-learning other primitives-generate,other-generate,SOLO48
75f115c6-e249-48a1-aac9-f840b6e89c3e,Rotating Circular Sync Arrows,container other,container other primitives-generate,other-generate,SOLO48
75fb4fc6-e4f1-41a1-94d3-87656053d2cd,CO2 Emission Cloud,combination other,combination other primitives-generate,other-generate,SOLO48
761d7259-88bd-5947-bce8-85a1bc2f5d98,Standing Small Bird Profile,animals other,animals other primitives-generate,other-generate,SOLO48
76a3aff2-7ce1-498f-ac39-f41016299ef6,Two Linked Hearts,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SYMBOL32
76f7fdb5-5122-45e4-a53b-be1029308735,Map Location Marker,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
77a5d8de-970e-4d70-8026-8a851094e0fe,Lightning Bolt Energy Symbol,other,other primitives-generate,other-generate,SOLO48
76c32561-c42c-4de0-b32b-c4e51a1e90ca,Dashed Upward Arrow,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
76df62d1-fa3a-4d3a-a8c2-732196c43a7d,For Rent Text,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
778556a1-f207-5e49-9e02-977c5f493d53,Database Server Stack,servers other,servers other primitives-generate,other-generate,SOLO48
77a84225-bc63-404c-8e7b-1890d0aceb3d,Cross Symbol inside a Circle,other,other primitives-generate,other-generate,SOLO48
6bcb5f9d-b8d9-4fbd-b76a-79814b145261,Hot Rising Steam,wayfinding other,wayfinding other primitives-generate,other-generate,SOLO48 SUB32
6292226c-e83e-47b5-a41a-a6af0625cbf0,Monitor with growth chart,other,other primitives-generate,other-generate,SOLO48
62aa0b8f-c53c-4172-b253-31b1a4da82d8,Simple Pointed Roof House Shape,shipping other,shipping other primitives-generate,other-generate,SOLO48
62f830b6-4787-47c5-80c8-b44cac91eebe,Dollar Banknote,state other,state other primitives-generate,other-generate,SOLO48 SUB32
638f0a9f-914c-4078-b32c-13c8ec4aacf6,Charging Battery Symbol,other state,other state primitives-generate,other-generate,SOLO48 SUB32
642219cf-80b0-47d2-9e4e-d483908bbe52,Krone Currency Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
6444a5ca-ed45-4973-a423-c42fca7fd778,Mechanical Robotic Hand,state other,state other primitives-generate,other-generate,SOLO48 SUB32
64bc05d2-25cd-4e18-83c2-a00814ef966b,Person Scaling a Rock Wall,symbol other,symbol other primitives-generate,other-generate,SOLO48
64e1a8ed-890b-425f-aaa4-63ac66ca5281,User Profile Avatar,symbol other,symbol other primitives-generate,other-generate,SOLO48
650f0f39-0037-444b-a8e9-5bd33b0fc4cc,Simple Round Circular Shape,container other,container other primitives-generate,other-generate,SOLO48
65e05ed7-b793-4969-b4cd-b8618a5b69d3,Crescent Moon Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
664d5dec-e292-48a0-b893-09339844ebf6,Cancel Delivery Package,other,other primitives-generate,other-generate,SOLO48
66a27160-f0ef-48c6-8ce3-c2ea9255ad5b,Rounded Six Point Gear,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
673c2bb4-20d5-46ea-9272-e82a19207dfb,Flying Drone Quadcopter,technology other,technology other primitives-generate,other-generate,SOLO48
674016cf-6aeb-4dd5-ac72-415a7e797cae,Number Seventeen Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
6765de1f-1adc-4a6a-bbb4-c497deffd007,Webpage User Profile,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
6823ab30-4344-49f7-8e39-6e11107eb51d,Underlined Re Text,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
689771b0-30f8-4120-80b3-7887e1a46a1e,Document with Play Button,other,other primitives-generate,other-generate,SOLO48
69067a56-4a6a-4f02-bdcf-fc3b45bb66ac,Monitor with Art Palette and Brush,other,other primitives-generate,other-generate,SOLO48
69cdd7db-2798-4d20-afc9-176097689ca1,Document File Folder,office other,office other primitives-generate,other-generate,SOLO48
6a686616-2bfa-4c53-a2f5-9bfd97179c20,Electric Light Bulb Symbol,work other,work other primitives-generate,other-generate,CONTAINER64 SOLO48
6ae653ed-26ec-4e31-85cc-4b1ca6029c5f,Upward Navigation Arrow in Circle,other,other primitives-generate,other-generate,SOLO48
6af73469-938c-4006-9537-bc65e0be96b4,Electric Light Bulb Symbol,work other,work other primitives-generate,other-generate,SOLO48
6b4412f7-032d-41f0-8fc2-900f19c95ff0,Square Media Play Button,state other,state other primitives-generate,other-generate,SOLO48 SUB32
6b8ed18a-5756-49ff-937f-72e5bf7061f5,Heart Shaped Leaf,container other,container other primitives-generate,other-generate,SOLO48
65957ebf-e9d9-4a5b-aab1-88717b4d7157,Six Petal Flower Shape,symbol other,symbol other primitives-generate,other-generate,SOLO48
661caf54-eac9-4e44-897e-de17aaf87c39,Lightning Bolt Symbol,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32
661dad19-d9dd-4015-b420-58e4452f425d,Single Document Page,files other,files other primitives-generate,other-generate,SOLO48
6683d2a5-044f-4fb2-b118-ff60931e9959,Simple House Icon,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
670cb5bd-d543-42f2-8cd7-466b2d14491e,Simple Boat on Waves,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
68b98b76-99c3-4bca-a93b-dc7b4a54ff1a,Modern Urban Skyscrapers,building other,building other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
69002efb-1746-5370-a2c2-7f5501e62977,Comfortable Padded Armchair,furnitures other,furnitures other primitives-generate,other-generate,SOLO48
6ac85b7f-c36b-4135-8ab3-a57ec19e7123,Speech Bubble with Text,state other,state other primitives-generate,other-generate,SOLO48 SUB32
6b2c1300-7a8b-4794-9aac-6a8ff4c8fff8,Security Protection Shield,container other,container other primitives-generate,other-generate,SOLO48
6b9c158f-94b7-4fa5-b78b-3358257c152f,Number Four Symbol,typeface other,typeface other primitives-generate,other-generate,
66eefdff-ac9b-4760-951f-816ff21b1e05,Human Head Side Profile,container other,container other primitives-generate,other-generate,CONTAINER64 SOLO48
67274732-87af-4b28-a4cb-f06e5c0d71ca,Play Symbol within Open Circle,other,other primitives-generate,other-generate,
675d2e83-bae0-46ca-b68a-04732a2c88a9,Badminton Shuttlecock on Computer Screen,combination other,combination other primitives-generate,other-generate,SOLO48
67aceb44-de2f-414f-a868-56ca85e37aa5,Standing Dog Profile,other,other primitives-generate,other-generate,SOLO48
687a230b-8b39-45b0-8461-80b40aec28b5,Medical Cross Symbol in Square,other,other primitives-generate,other-generate,SOLO48
68f5ee87-964a-4acb-b5b1-78cd1710295f,Mobile Phone Eye Vision Monitoring,other,other primitives-generate,other-generate,SOLO48
69d5d0d6-52fd-426f-98e4-9a4bf0cdd1cb,Notification Alert Bell Symbol,other,other primitives-generate,other-generate,SOLO48
6a0ef6b0-613d-4883-ad08-e75fd510a4f6,Script Letter L in Circle,combination other,combination other primitives-generate,other-generate,SOLO48
6ac9826c-356d-4f89-843e-a1caf6908626,Laboratory Monitor Screen,other,other primitives-generate,other-generate,SOLO48
6b34c175-a023-4179-a990-ffa2feecc154,Underlined Letters CL,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
6b37745d-139c-4ce8-b340-03398c02907e,Four Directional Move Arrows,other,other primitives-generate,other-generate,SOLO48
6b37c1cb-f0ce-4457-9c69-f54502892bc1,Two Female User Avatars,other,other primitives-generate,other-generate,SOLO48
6b9fab53-d945-4f18-86b9-fcc5bd5840ce,Smartwatch with Dollar Sign,combination,combination primitives,added-primitives,SOLO48
99b37bd2-37e1-42f8-b918-e34adc73280d,Television Screen Skip Forward,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
9a1c2aa2-6935-41f2-96ed-4f3ebc7f1fc0,Width Measurement Two Point Five Meters,transportation other,transportation other primitives-generate,other-generate,TEXT_COMPOSITION
9ab7c5fa-7d54-4c5c-8f9e-b01743e34909,Malicious Webpage Browser,combination other,combination other primitives-generate,other-generate,SOLO48
9c4f27d2-9a43-4e9d-867c-e102edd9f1b9,Wireless Signal Connectivity Symbol,networks other,networks other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
9c558392-d894-4aba-8bb9-2185dd4ed2fe,Christian Religious Cross Symbol,religion state other,religion state other primitives-generate,other-generate,SOLO48 SUB32
9d3425c4-0090-4fdf-b40b-9f93695f8ca8,Adjustable Curved Indicator,other,other primitives-generate,other-generate,SOLO48
9e81b14e-7968-4119-8d29-69479a774ba8,Megaphone for Public Announcement,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,Search Magnifying Glass,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
9fba08d8-0810-449a-bf1e-621cdbf51189,Adobe Lightroom Logo,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
a08b93a3-444d-4398-ae9a-caa1969b7b40,Promethium Chemical Element Symbol,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
a0f4279e-ab4c-40c4-82b8-60c989d1f1d1,Telephone Handset Receiver,other,other primitives-generate,other-generate,SOLO48
a2ba7093-6168-49b2-9277-4703ccb6506f,Simple House with Door,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
a2e42ae3-1e50-4ab6-8845-45739f1e04ef,Smartphone with Wifi Signal,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
a322931e-aa9b-59e9-8a03-20657747f732,Open Palm Hand Gesture,business other,business other primitives-generate,other-generate,SOLO48
9a3ccf45-79d9-442e-9bbb-bf6598cc98bf,Minimalist Beetle Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
9a4a1a0c-2f0a-46a0-9358-c8b505f82bb9,Waving Flag on a Pole,social state other,social state other primitives-generate,other-generate,SOLO48 SUB32
9a878067-c24e-4478-bd0a-a0a8e12afcc0,Braille Alphabet Dot Pattern,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
9aa1a37e-7127-4719-8aeb-03b09b01c294,Basic Crew Neck T-Shirt,clothes other,clothes other primitives-generate,other-generate,SOLO48 SUB32
9ac73c1e-c37d-4c37-82d8-4a7e2939738d,Document with Folded Corner,container other,container other primitives-generate,other-generate,SOLO48
9be8499b-bfad-4b5b-9f12-93cea0967f88,Multiple Users Icon,other,other primitives-generate,other-generate,SOLO48
9df1cf27-f581-44da-8016-6680a5b4805c,Grid with Cross Mark,symbol other,symbol other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
9e741694-07db-4f28-b72c-946169303fc6,Police Officer wearing Uniform Cap,avatars other,avatars other primitives-generate,other-generate,SOLO48 SYMBOL32
9f65fdf9-6ec9-4955-abbe-bcde5675a5a5,Person Wearing Skullcap,other,other primitives-generate,other-generate,SOLO48
a0b8f414-1ced-4052-b275-8401fd781291,People in Shared Space,other,other primitives-generate,other-generate,SOLO48
a0e10581-e9da-4ad2-86ee-9fb92f7f28f3,Diagonal Striped Progress Loading Bar,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
a1bd3645-c186-44d1-a3a2-2ec8e3d10a1b,Water Drop with Highlight,smileys other,smileys other primitives-generate,other-generate,SOLO48 SUB32
9c8949d3-833c-43ae-a29e-7b03ccb3f36b,Vertical Temperature Measurement Thermometer,state other,state other primitives-generate,other-generate,SOLO48 SUB32
a023cd36-2b3e-4170-a467-848947816409,Horizontal Equals Sign,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SYMBOL32
a085944f-53b4-4a2c-a24d-d67fff30f609,Minimalist Dog Head Profile,combination other,combination other primitives-generate,other-generate,SOLO48
9cf890ed-f424-572b-9c55-139aed4b91a4,User Profile Avatar,avatars other,avatars other primitives-generate,other-generate,SOLO48
9eb9abed-c76d-498f-b14a-fe878165b5e6,Mouse Pointer Arrow,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
a00cf782-226f-44d9-baca-8f8157db6f9a,Simple Shopping Bag,symbol other,symbol other primitives-generate,other-generate,SOLO48 SUB32
a1f304c9-b1f2-4c50-9777-0270443ac262,Capital Letter L Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
a205c17a-fe0c-483d-81bb-b464fd161a54,Secure Password Input Field,other,other primitives-generate,other-generate,
a2425a69-d3ed-4c10-8e19-41a99038d49e,British Pound Sterling Banknote,other,other primitives-generate,other-generate,SOLO48
a24ed7fe-9b46-4add-a846-a94fecd03d7a,Close and Cancel Symbol,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
a25a30ed-7ea9-4fb7-ad5e-dbe539b69b84,Right Pointing Arrow,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
a2b4d767-50d6-4c69-95ff-892bd71f2785,Underlined Letters Rg,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
a0a41169-49c3-4086-a686-b84d4a7eeb92,Artistic Paint Brush Tool,other,other primitives-generate,other-generate,SOLO48 SUB32
a0e713ab-5594-48b4-9fb9-5bd0a13657f4,Dollar Sign Chat Bubble,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
a126e323-d53b-4fec-a13c-409a222a15c7,MOV Video File Format,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
a147931e-057f-4518-b391-cf08f66084de,Simple Open Book Icon,content other,content other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
a4b94225-2c9c-42ec-947b-c3b93395b100,Square Note with Folded Corner,content other,content other primitives-generate,other-generate,CONTAINER64 SOLO48
a60b36e0-81ea-4843-98fd-8424f5d2cd61,Downward Arrow To Bottom,state other,state other primitives-generate,other-generate,SOLO48 SUB32
a6a05294-58e7-4c68-ad44-2ec3bff40327,Human Head Side Profile,other,other primitives-generate,other-generate,SOLO48
a6f9f39a-9606-4eef-85b4-7ee008e0a5eb,Underlined Ra Text Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
a70db137-a446-4f4c-b656-4fea14660981,Mobile Phone with Pound Sign,combination other,combination other primitives-generate,other-generate,SOLO48
a72d1038-bdfa-446e-bd28-56516d6ea08b,Badminton Sports Shuttlecock,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
a76b1092-d6c9-5a9e-96d8-28cb90a29bb6,Tall Office Building,office other,office other primitives-generate,other-generate,SOLO48
a7885b17-70fa-431a-8397-cf8f653fa82c,Source Code File,other,other primitives-generate,other-generate,SOLO48
a7f1734e-4fae-4c0a-9d33-80bf4a3da78f,Secure Home Padlock,combination other,combination other primitives-generate,other-generate,SOLO48
a83ae7ee-8a41-4fef-9868-438ff298dd07,Modern Home Air Purifier,ecology other,ecology other primitives-generate,other-generate,SOLO48
a857f0fd-7c79-4e85-aa88-a49b91dc1b32,Desktop Computer Monitor,other,other primitives-generate,other-generate,SOLO48
a864c17e-e146-4fbd-9023-ce77b62d21b6,Heartbeat Pulse Rate Monitoring,other,other primitives-generate,other-generate,SOLO48
a89e6154-b80a-49dd-8449-f86a088a5c81,Pencil Writing on 3D Cube,other,other primitives-generate,other-generate,SOLO48
a8d49b9d-bc09-4bb6-a4b0-570e012f07c0,Happy Person in a Circle,state other,state other primitives-generate,other-generate,SOLO48 SUB32
a954f676-1cce-4e19-81eb-ec067ec52edc,Heart with Pulse Wave,health state other,health state other primitives-generate,other-generate,SOLO48 SUB32
a9dc34df-bbc3-4ab4-a859-ebdb7d92a804,Heart With Pulse Beat,sports state other,sports state other primitives-generate,other-generate,SOLO48 SUB32
aa384f33-c2ac-4d1b-8af5-9da3ba4a7483,Oval Speech Bubble,chat other,chat other primitives-generate,other-generate,SOLO48
ab133c84-c166-439c-ab17-500d6f3b5471,Vertical Remote Control with Buttons,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
ab1c71ce-8bff-570d-963d-b5b83249a9ae,Hand Pointing Upward,other,other primitives-generate,other-generate,SOLO48
ac8587c1-0df5-4aea-b48e-de1aeb5f9c83,4G Mobile Network Connection,text state other,text state other primitives-generate,other-generate,
ac9f1218-ef15-4d4e-a1dd-51bf700d94db,Real Estate Home Value,other,other primitives-generate,other-generate,SOLO48
acc6f9a7-f1e5-46cf-961e-ce00f3dd0639,Hand Facing Down,state other,state other primitives-generate,other-generate,SOLO48 SUB32
ae146d04-dcf5-4d2f-b306-71d0613e6dce,Pie Chart with Text Summary,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
aa457b72-c0c6-4f42-99fe-76451340672d,Decorative Flower Vase,decoration other,decoration other primitives-generate,other-generate,CONTAINER64 SOLO48
aa5e64a2-c85d-4f9a-9c3b-b472e1e176e5,Smartphone Wireless Connection,state other,state other primitives-generate,other-generate,SOLO48 SUB32
aa99a8ec-3771-4bc5-ac17-b5fe9184997d,Stylized Hair Grooming Comb,state other,state other primitives-generate,other-generate,SOLO48 SUB32
aad0f67c-9b58-4313-9500-989f57208e70,Circle Vertical Sorting Arrows,state other,state other primitives-generate,other-generate,SOLO48 SUB32
ab83c059-9133-483b-b8c9-3669115e0c2c,Vertical Smartphone Device,phones other,phones other primitives-generate,other-generate,SOLO48
ac5e07e4-9e24-406e-8500-ef19796d1933,Smartwatch with Euro Symbol,combination other,combination other primitives-generate,other-generate,SOLO48
ac9f5eb0-9ca6-4ae8-b650-3216bba2d023,Bird Footprint Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
adaa1f2f-b19e-47ce-a02c-05816f5de17d,Contactless Digital Wallet,state other,state other primitives-generate,other-generate,SOLO48 SUB32
adc8f890-cce8-45e7-b901-522d53746cb7,Left Aligned Ascending List,other,other primitives-generate,other-generate,SOLO48
ae5b32d5-6a5b-443a-b623-973e37a4c832,Underlined Tax Label,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
ae6b25a3-d93d-4b50-877f-b93b791b7261,Television Screen Pause Symbol,other,other primitives-generate,other-generate,SOLO48
ae765421-f3e6-417b-aaad-f27e361d2511,Navigation Pointer Arrow,state other,state other primitives-generate,other-generate,SOLO48
af09d126-ca8c-4479-ab06-93670c44f73e,Medical Prescription Bottle,other,other primitives-generate,other-generate,SOLO48
af559e2b-ad11-450d-a0e5-db901e98c461,Rectangular Signboard on a Pole,container other,container other primitives-generate,other-generate,SOLO48
af64a969-821b-4b51-b04b-4e271c5910d7,Medical Pill Capsule,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
b020d760-a5d5-4e04-8750-a9a54924a132,Crossword Puzzle Grid,other,other primitives-generate,other-generate,SOLO48
ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,Circular Minus Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
abb3fd6a-d553-405d-ac16-65b911609802,Medical Injection Syringe,other,other primitives-generate,other-generate,SOLO48
abcbb9db-f5c8-434b-b898-b6580cddb672,Lao Kip Currency Symbol,other,other primitives-generate,other-generate,SOLO48
ac1f1712-7697-4b0c-9e64-f9e8bf3c5598,Liquid Soap Pump Bottle,other,other primitives-generate,other-generate,SOLO48
adc26099-d55f-405e-935e-9a654dc938e4,Home Ventilation Fan,other,other primitives-generate,other-generate,SOLO48
add8d8df-72a8-4fe1-87fa-364f6733594e,Document with Text Content,other,other primitives-generate,other-generate,
af38802b-7208-5060-b370-9b6f0871299d,Wired Computer Mouse,computers other,computers other primitives-generate,other-generate,SOLO48
afef5066-8280-48f5-ac92-1b42175580cd,Document With Music Note,other,other primitives-generate,other-generate,SOLO48
b019ae14-f0e2-47a0-aa92-21e5e4cd1cc4,Panoramic 360 Degree Virtual Reality View,container other,container other primitives-generate,other-generate,SOLO48
787783f6-901a-45ae-a710-84ce8a165876,Baby Bottle,other,other primitives-generate,other-generate,SOLO48
78aaab68-fc23-4751-a93d-0e4f746ad065,Square Horizontal Exchange Arrows,state other,state other primitives-generate,other-generate,SOLO48 SUB32
78d4dd51-e8ae-5a7d-8c02-d136d1e41511,Drooling Sleepy Face Emoji,other,other primitives-generate,other-generate,SOLO48
78eadcd2-270f-4356-8302-06a17f33acbd,Search Refresh Magnifying Glass,apps other,apps other primitives-generate,other-generate,
79c5c1b5-41fd-4524-bec2-dfae1604347f,Open Laptop Computer,symbol state other,symbol state other primitives-generate,other-generate,SOLO48
79f156c4-002b-4f2b-896f-7e1d59b2ef6f,Sperm Prohibition Symbol,other,other primitives-generate,other-generate,
7a2552f6-ae52-4b87-a510-432f8be7e0ec,Car and Wrench Repair Icon,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
7a7f2eb7-fd33-45aa-a614-3208e1c4332f,Code Chat Bubble,state other,state other primitives-generate,other-generate,SOLO48 SUB32
7a92c7e6-427a-5354-8ec6-32c4f259ddcb,Classic Motor Scooter,transportation other,transportation other primitives-generate,other-generate,SOLO48
7aaa0eec-d348-46c2-80f1-fe5560febbe3,Vertical Battery Indicator,other,other primitives-generate,other-generate,SOLO48
7ad20e87-7343-4347-8dd5-6c0cde10087e,Underlined Alphabet Letters,symbol other,symbol other primitives-generate,other-generate,
7adfa015-1e70-4aa5-a35c-0902119d672c,Plus Minus Mathematical Sign,state other,state other primitives-generate,other-generate,SOLO48 SUB32
7ae42727-12fe-4ebb-ad81-94b02ee0fb61,Vertical Film Strip,other,other primitives-generate,other-generate,SOLO48
7afd5971-623d-4497-9e16-023cd56f6859,Approved Password Input Field,other,other primitives-generate,other-generate,SOLO48
7c7ae497-e683-4449-9d47-32e2c0e677e7,Home Telephone Handset,other,other primitives-generate,other-generate,SOLO48
7cc6a134-18e0-4eb2-b8a2-c5e4cedf1d30,Vertical Portrait Smartphone Screen,other,other primitives-generate,other-generate,SOLO48
7cd87ec1-6c15-4660-ac87-0cbf8e208a3c,Electronic Computer Microchip,other,other primitives-generate,other-generate,SOLO48
7d9783eb-45ce-4715-ba27-d943238ccfaa,Padlock with Person Icon,other container-combination,other container-combination,skipped-combination-other,
7e3b79f2-dcc5-4988-ab08-8460306de315,Home Video Play Button,other,other primitives-generate,other-generate,SOLO48
7e4671a3-e96c-565a-a6fa-970d506b1d24,Classic Ceramic Coffee Mug,drinks state other,drinks state other primitives-generate,other-generate,SOLO48
7ecac39c-d98d-4ff3-af33-ae4cbc274cb3,Buy Action Button Icon,other,other primitives-generate,other-generate,SOLO48
7f4d8a65-c3a8-4ed5-b469-5c78e5161427,Mouse Cursor Arrow Pointer,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32
7f58752b-2283-4c0f-8d05-332af5d0652c,Front View Transit Train,other,other primitives-generate,other-generate,SOLO48
7fcea682-f705-4648-b91c-f4d4d43e6872,Audio Equalizer Bars,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SYMBOL32
811e865e-c918-4d3d-a1cb-e1fdd0323537,Simple House With Arched Doorway,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
8278f1b6-79b0-5521-9f33-256d4ba28c0f,Castle Tower with Top Flag,building other,building other primitives-generate,other-generate,SOLO48
82914b95-2427-4327-8f0f-0ebd2b1be2a4,Wireless Earbud Audio Headphone,other,other primitives-generate,other-generate,SOLO48
829ed2f4-100b-4782-ba1e-ca55515e306a,Underlined Letter S,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
7b01deac-dd2c-4265-92f5-d17735f0c07e,Simple Human Skull Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
7bd3a2bd-439f-4018-b851-acf302ef01a5,Upward Arrow Inside Circle,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
7c740c03-3323-47d7-93fa-89d191da2b7a,Thai Baht Currency Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
7c996fce-2964-4bdc-88f8-5e4551f89366,Cargo Transport Vessel,transportation other,transportation other primitives-generate,other-generate,SOLO48
7ccdbb8f-94b7-41f4-918b-23b1a1387014,Hexagonal Nut Fastener,other,other primitives-generate,other-generate,
7cfb0a8d-3a06-46ff-b6d2-3ff796fbca84,Completed Task Checklist,content other,content other primitives-generate,other-generate,SOLO48 SUB32
7dbf66c8-b270-487e-b0d5-155420bf9983,Check and Cross Square,state other,state other primitives-generate,other-generate,SOLO48 SUB32
7de072ea-141a-4a2a-9bfe-5d555c9500af,Circle Skip Forward Button,other state,other state primitives-generate,other-generate,SOLO48 SUB32
7e1b4154-d8c8-4476-9bd1-f79afb9ddf9e,Simple Home Icon,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
7e7928dc-c2b2-4979-be45-5ca674afd12d,Female User Profile Icon,state other,state other primitives-generate,other-generate,SOLO48 SUB32
7e8785ea-6365-46e1-b990-86ec3b98e585,Underlined Iron Chemical Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
7ee84a73-bec7-4c14-9550-87c854a35f45,Standard Mail Envelope,other,other primitives-generate,other-generate,SOLO48
7f5b5d3c-bed1-4393-a918-ca1a7b2fc9f1,Square Woman Profile Icon,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
7fca3db3-620d-4288-b69b-2fa7ea2255ff,Simple Minimalist House Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,
805768eb-55e3-41e1-8507-9f99d21c0f9a,Judicial Gavel and Sounding Block,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
809bf53d-f979-4aa8-bf75-748eb9b9dacd,Bluetooth Wireless Connectivity Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
80d97145-f6de-4619-ba81-710887abad5e,Simple Security Shield,container other,container other primitives-generate,other-generate,SOLO48
