original,role,icon,shared,pairs,status,model,counterpart
text-lines,side,text-lines,False,1,pass,../../model/icons/sub/text_lines_6a4e0e5c_8709_4b7b_8b0f_54f63ae80f41.py,
text-live-broadcast-text-fd4d233f-sub32,symbol,text-live-broadcast-text-fd4d233f-sub32,False,2,pass,../../model/icons/symbol/text_live_broadcast_text_fd4d233f_sub32.py,
text-lpg-fuel-text-4eb87d01-sub32,symbol,text-lpg-fuel-text-4eb87d01-sub32,False,1,pass,../../model/icons/symbol/text_lpg_fuel_text_4eb87d01_sub32.py,
text-m4v-video-format-5082511a-sub32,side,text-m4v-video-format-5082511a-sub32,True,1,pass,../../model/icons/sub/text_m4v_video_format_5082511a_sub32.py,text-m4v-video-format-5082511a-sub32-symbol
text-m4v-video-format-5082511a-sub32,symbol,text-m4v-video-format-5082511a-sub32-symbol,True,3,pass,../../model/icons/symbol/text_m4v_video_format_5082511a_sub32_symbol_5082511a_c4d5_4f3c_be72_f61c5ef1ad0b.py,text-m4v-video-format-5082511a-sub32
text-manganese-chemical-symbol-29d5f990-sub32,symbol,text-manganese-chemical-symbol-29d5f990-sub32,False,1,fail,../../model/icons/symbol/text_manganese_chemical_symbol_29d5f990_sub32.py,
text-mathematical-digit-number-eight-2b215432-sub32,symbol,text-mathematical-digit-number-eight-2b215432-sub32,False,2,fail,../../model/icons/symbol/text_mathematical_digit_number_eight_2b215432_sub32.py,
text-maximum-value-label-4b12edd2-sub32,side,text-maximum-value-label-4b12edd2-sub32,True,1,pass,../../model/icons/sub/text_maximum_value_label_4b12edd2_sub32.py,text-maximum-value-label-4b12edd2-sub32-symbol
text-maximum-value-label-4b12edd2-sub32,symbol,text-maximum-value-label-4b12edd2-sub32-symbol,True,1,pass,../../model/icons/symbol/text_maximum_value_label_4b12edd2_sub32_symbol_4b12edd2_eaa6_4637_8b66_5e60cd53e0ed.py,text-maximum-value-label-4b12edd2-sub32
text-mercury-chemical-symbol-8f36140b-sub32,symbol,text-mercury-chemical-symbol-8f36140b-sub32,False,1,review,../../model/icons/symbol/text_mercury_chemical_symbol_8f36140b_sub32.py,
text-mid-frequency-label-5fa35620-sub32,side,text-mid-frequency-label-5fa35620-sub32,True,1,pass,../../model/icons/sub/text_mid_frequency_label_5fa35620_sub32.py,text-mid-frequency-label-5fa35620-sub32-symbol
text-mid-frequency-label-5fa35620-sub32,symbol,text-mid-frequency-label-5fa35620-sub32-symbol,True,1,pass,../../model/icons/symbol/text_mid_frequency_label_5fa35620_sub32_symbol_5fa35620_2fcb_44a7_abec_ee26db38fc8d.py,text-mid-frequency-label-5fa35620-sub32
text-mov-video-file-format-a126e323-sub32,side,text-mov-video-file-format-a126e323-sub32,True,1,pass,../../model/icons/sub/text_mov_video_file_format_a126e323_sub32.py,text-mov-video-file-format-a126e323-sub32-symbol
text-mov-video-file-format-a126e323-sub32,symbol,text-mov-video-file-format-a126e323-sub32-symbol,True,3,pass,../../model/icons/symbol/text_mov_video_file_format_a126e323_sub32_symbol_a126e323_d53b_4fec_a13c_409a222a15c7.py,text-mov-video-file-format-a126e323-sub32
text-mp3-audio-file-format-6ce39310-sub32,side,text-mp3-audio-file-format-6ce39310-sub32,True,1,pass,../../model/icons/sub/text_mp3_audio_file_format_6ce39310_sub32.py,text-mp3-audio-file-format-6ce39310-sub32-symbol
text-mp3-audio-file-format-6ce39310-sub32,symbol,text-mp3-audio-file-format-6ce39310-sub32-symbol,True,1,pass,../../model/icons/symbol/text_mp3_audio_file_format_6ce39310_sub32_symbol_6ce39310_958b_449e_89cd_de3d5185c1de.py,text-mp3-audio-file-format-6ce39310-sub32
text-mp4-video-file-format-52e532d8-sub32,side,text-mp4-video-file-format-52e532d8-sub32,True,1,pass,../../model/icons/sub/text_mp4_video_file_format_52e532d8_sub32.py,text-mp4-video-file-format-52e532d8-sub32-symbol
text-mp4-video-file-format-52e532d8-sub32,symbol,text-mp4-video-file-format-52e532d8-sub32-symbol,True,2,pass,../../model/icons/symbol/text_mp4_video_file_format_52e532d8_sub32_symbol_52e532d8_d7c7_40c4_a56f_4f0243bdc0e4.py,text-mp4-video-file-format-52e532d8-sub32
text-mpg-file-format-text-51747961-sub32,side,text-mpg-file-format-text-51747961-sub32,True,1,pass,../../model/icons/sub/text_mpg_file_format_text_51747961_sub32.py,text-mpg-file-format-text-51747961-sub32-symbol
text-mpg-file-format-text-51747961-sub32,symbol,text-mpg-file-format-text-51747961-sub32-symbol,True,3,pass,../../model/icons/symbol/text_mpg_file_format_text_51747961_sub32_symbol_51747961_07f5_47d7_97cb_f171e1557aa1.py,text-mpg-file-format-text-51747961-sub32
text-neptunium-chemical-element-symbol-d87e130a-sub32,symbol,text-neptunium-chemical-element-symbol-d87e130a-sub32,False,1,fail,../../model/icons/symbol/text_neptunium_chemical_element_symbol_d87e130a_sub32.py,
text-net-promoter-score-acronym-7725d482-sub32,symbol,text-net-promoter-score-acronym-7725d482-sub32,False,1,pass,../../model/icons/symbol/text_net_promoter_score_acronym_7725d482_sub32.py,
text-new-label-text-indicator-bceaa99b-sub32,symbol,text-new-label-text-indicator-bceaa99b-sub32,False,1,review,../../model/icons/symbol/text_new_label_text_indicator_bceaa99b_sub32.py,
text-nickel-chemical-element-symbol-bf43754a-sub32,symbol,text-nickel-chemical-element-symbol-bf43754a-sub32,False,1,fail,../../model/icons/symbol/text_nickel_chemical_element_symbol_bf43754a_sub32.py,
text-nineteen-nineties-decade-text-eaca60f6-sub32,symbol,text-nineteen-nineties-decade-text-eaca60f6-sub32,False,1,fail,../../model/icons/symbol/text_nineteen_nineties_decade_text_eaca60f6_sub32.py,
text-no-outlet-traffic-sign-41d30216-sub32,symbol,text-no-outlet-traffic-sign-41d30216-sub32,False,1,pass,../../model/icons/symbol/text_no_outlet_traffic_sign_41d30216_sub32.py,
text-number-eighteen-symbol-f94e5b28-sub32,symbol,text-number-eighteen-symbol-f94e5b28-sub32,False,1,pass,../../model/icons/symbol/text_number_eighteen_symbol_f94e5b28_sub32.py,
text-number-eighty-numeric-icon-b3a1ebae-sub32,symbol,text-number-eighty-numeric-icon-b3a1ebae-sub32,False,1,pass,../../model/icons/symbol/text_number_eighty_numeric_icon_b3a1ebae_sub32.py,
text-number-fifteen-icon-374885d3-sub32,symbol,text-number-fifteen-icon-374885d3-sub32,False,1,pass,../../model/icons/symbol/text_number_fifteen_icon_374885d3_sub32.py,
text-number-fifty-4fe09bc5-sub32,symbol,text-number-fifty-4fe09bc5-sub32,False,1,pass,../../model/icons/symbol/text_number_fifty_4fe09bc5_sub32.py,
text-number-fifty-three-74616fe2-sub32,symbol,text-number-fifty-three-74616fe2-sub32,False,2,pass,../../model/icons/symbol/text_number_fifty_three_74616fe2_sub32.py,
text-number-forty-five-symbol-9a389b9c-sub32,symbol,text-number-forty-five-symbol-9a389b9c-sub32,False,1,pass,../../model/icons/symbol/text_number_forty_five_symbol_9a389b9c_sub32.py,
text-number-forty-symbol-74f712af-sub32,symbol,text-number-forty-symbol-74f712af-sub32,False,1,pass,../../model/icons/symbol/text_number_forty_symbol_74f712af_sub32.py,
text-number-one-hundred-97f9cba2-sub32,symbol,text-number-one-hundred-97f9cba2-sub32,False,3,fail,../../model/icons/symbol/text_number_one_hundred_97f9cba2_sub32.py,
text-number-seven-numeric-symbol-f2e450c0-sub32,symbol,text-number-seven-numeric-symbol-f2e450c0-sub32,False,2,pass,../../model/icons/symbol/text_number_seven_numeric_symbol_f2e450c0_sub32.py,
text-number-seventeen-symbol-674016cf-sub32,symbol,text-number-seventeen-symbol-674016cf-sub32,False,1,pass,../../model/icons/symbol/text_number_seventeen_symbol_674016cf_sub32.py,
text-number-seventy-2792944b-sub32,symbol,text-number-seventy-2792944b-sub32,False,1,pass,../../model/icons/symbol/text_number_seventy_2792944b_sub32.py,
text-number-sixty-four-5d18e085-sub32,symbol,text-number-sixty-four-5d18e085-sub32,False,1,pass,../../model/icons/symbol/text_number_sixty_four_5d18e085_sub32.py,
text-number-sixty-six-71e1e7d3-sub32,symbol,text-number-sixty-six-71e1e7d3-sub32,False,1,pass,../../model/icons/symbol/text_number_sixty_six_71e1e7d3_sub32.py,
text-number-sixty-symbol-2f9a8a61-sub32,symbol,text-number-sixty-symbol-2f9a8a61-sub32,False,1,pass,../../model/icons/symbol/text_number_sixty_symbol_2f9a8a61_sub32.py,
text-number-ten-symbol-bb0be6c6-sub32,side,text-number-ten-symbol-bb0be6c6-sub32,True,1,pass,../../model/icons/sub/text_number_ten_symbol_bb0be6c6_sub32.py,text-number-ten-symbol-bb0be6c6-sub32-symbol
text-number-ten-symbol-bb0be6c6-sub32,symbol,text-number-ten-symbol-bb0be6c6-sub32-symbol,True,5,pass,../../model/icons/symbol/text_number_ten_symbol_bb0be6c6_sub32_symbol_bb0be6c6_3c34_4162_a998_bb5a6771d625.py,text-number-ten-symbol-bb0be6c6-sub32
text-number-thirty-one-0fd4fb2a-sub32,symbol,text-number-thirty-one-0fd4fb2a-sub32,False,1,pass,../../model/icons/symbol/text_number_thirty_one_0fd4fb2a_sub32.py,
text-number-thirty-symbol-icon-938d3539-sub32,symbol,text-number-thirty-symbol-icon-938d3539-sub32,False,2,pass,../../model/icons/symbol/text_number_thirty_symbol_icon_938d3539_sub32.py,
text-number-thirty-two-1caf07ae-sub32,symbol,text-number-thirty-two-1caf07ae-sub32,False,1,pass,../../model/icons/symbol/text_number_thirty_two_1caf07ae_sub32.py,
text-number-three-digit-daa2822c-sub32,symbol,text-number-three-digit-daa2822c-sub32,False,3,pass,../../model/icons/symbol/text_number_three_digit_daa2822c_sub32.py,
text-number-twenty-four-e3ef1255-sub32,side,text-number-twenty-four-e3ef1255-sub32,True,3,pass,../../model/icons/sub/text_number_twenty_four_e3ef1255_sub32.py,text-number-twenty-four-e3ef1255-sub32-symbol
text-number-twenty-four-e3ef1255-sub32,symbol,text-number-twenty-four-e3ef1255-sub32-symbol,True,1,pass,../../model/icons/symbol/text_number_twenty_four_e3ef1255_sub32_symbol_e3ef1255_7230_466e_a0e3_b1897407d9eb.py,text-number-twenty-four-e3ef1255-sub32
text-number-zero-and-two-d6e56c41-sub32,symbol,text-number-zero-and-two-d6e56c41-sub32,False,1,pass,../../model/icons/symbol/text_number_zero_and_two_d6e56c41_sub32.py,
text-number-zero-digit-icon-e070fae7-sub32,symbol,text-number-zero-digit-icon-e070fae7-sub32,False,2,pass,../../model/icons/symbol/text_number_zero_digit_icon_e070fae7_sub32.py,
text-numeric-digit-four-1b2e9958-sub32,symbol,text-numeric-digit-four-1b2e9958-sub32,False,2,pass,../../model/icons/symbol/text_numeric_digit_four_1b2e9958_sub32.py,
text-numeric-digit-two-symbol-c33b3913-sub32,symbol,text-numeric-digit-two-symbol-c33b3913-sub32,False,2,pass,../../model/icons/symbol/text_numeric_digit_two_symbol_c33b3913_sub32.py,
text-numerical-digit-nine-d938682c-sub32,side,text-numerical-digit-nine-d938682c-sub32,True,1,pass,../../model/icons/sub/text_numerical_digit_nine_d938682c_sub32.py,text-numerical-digit-nine-d938682c-sub32-symbol
text-numerical-digit-nine-d938682c-sub32,symbol,text-numerical-digit-nine-d938682c-sub32-symbol,True,2,pass,../../model/icons/symbol/text_numerical_digit_nine_d938682c_sub32_symbol_d938682c_91c0_4910_a381_b3d3f607aec2.py,text-numerical-digit-nine-d938682c-sub32
text-numero-sign-symbol-cfeaabc9-sub32,symbol,text-numero-sign-symbol-cfeaabc9-sub32,False,1,pass,../../model/icons/symbol/text_numero_sign_symbol_cfeaabc9_sub32.py,
text-one-day-time-duration-f1dbc1f6-sub32,symbol,text-one-day-time-duration-f1dbc1f6-sub32,False,1,pass,../../model/icons/symbol/text_one_day_time_duration_f1dbc1f6_sub32.py,
text-one-player-mode-icon-7111ee31-sub32,symbol,text-one-player-mode-icon-7111ee31-sub32,False,1,pass,../../model/icons/symbol/text_one_player_mode_icon_7111ee31_sub32.py,
text-opentype-font-format-symbol-627bd01b-sub32,side,text-opentype-font-format-symbol-627bd01b-sub32,True,1,pass,../../model/icons/sub/text_opentype_font_format_symbol_627bd01b_sub32.py,text-opentype-font-format-symbol-627bd01b-sub32-symbol
text-opentype-font-format-symbol-627bd01b-sub32,symbol,text-opentype-font-format-symbol-627bd01b-sub32-symbol,True,3,pass,../../model/icons/symbol/text_opentype_font_format_symbol_627bd01b_sub32_symbol_627bd01b_45cf_459f_b69e_c79619557db2.py,text-opentype-font-format-symbol-627bd01b-sub32
text-pascal-pressure-unit-symbol-443d8fb3-sub32,symbol,text-pascal-pressure-unit-symbol-443d8fb3-sub32,False,1,pass,../../model/icons/symbol/text_pascal_pressure_unit_symbol_443d8fb3_sub32.py,
text-pdf-document-format-text-69501e04-sub32,side,text-pdf-document-format-text-69501e04-sub32,True,1,pass,../../model/icons/sub/text_pdf_document_format_text_69501e04_sub32.py,text-pdf-document-format-text-69501e04-sub32-symbol
text-pdf-document-format-text-69501e04-sub32,symbol,text-pdf-document-format-text-69501e04-sub32-symbol,True,3,pass,../../model/icons/symbol/text_pdf_document_format_text_69501e04_sub32_symbol_69501e04_62bb_4895_b9b5_c69d8192044f.py,text-pdf-document-format-text-69501e04-sub32
text-php-programming-language-logo-272a7439-sub32,side,text-php-programming-language-logo-272a7439-sub32,True,1,fail,../../model/icons/sub/text_php_programming_language_logo_272a7439_sub32.py,text-php-programming-language-logo-272a7439-sub32-symbol
text-php-programming-language-logo-272a7439-sub32,symbol,text-php-programming-language-logo-272a7439-sub32-symbol,True,3,fail,../../model/icons/symbol/text_php_programming_language_logo_272a7439_sub32_symbol_272a7439_f7fd_4eae_b038_1de7018bcbc1.py,text-php-programming-language-logo-272a7439-sub32
text-plus-one-symbol-014b4126-sub32,symbol,text-plus-one-symbol-014b4126-sub32,False,2,pass,../../model/icons/symbol/text_plus_one_symbol_014b4126_sub32.py,
text-plutonium-chemical-element-symbol-e41d9405-sub32,symbol,text-plutonium-chemical-element-symbol-e41d9405-sub32,False,1,pass,../../model/icons/symbol/text_plutonium_chemical_element_symbol_e41d9405_sub32.py,
text-png-image-file-format-e28a22fc-sub32,side,text-png-image-file-format-e28a22fc-sub32,True,1,pass,../../model/icons/sub/text_png_image_file_format_e28a22fc_sub32.py,text-png-image-file-format-e28a22fc-sub32-symbol
text-png-image-file-format-e28a22fc-sub32,symbol,text-png-image-file-format-e28a22fc-sub32-symbol,True,3,pass,../../model/icons/symbol/text_png_image_file_format_e28a22fc_sub32_symbol_e28a22fc_69cb_41ac_b388_82f3de23eeba.py,text-png-image-file-format-e28a22fc-sub32
text-polonium-chemical-element-symbol-2655bf29-sub32,symbol,text-polonium-chemical-element-symbol-2655bf29-sub32,False,1,pass,../../model/icons/symbol/text_polonium_chemical_element_symbol_2655bf29_sub32.py,
text-powerpoint-presentation-file-label-495571c4-sub32,side,text-powerpoint-presentation-file-label-495571c4-sub32,True,1,pass,../../model/icons/sub/text_powerpoint_presentation_file_label_495571c4_sub32.py,text-powerpoint-presentation-file-label-495571c4-sub32-symbol
text-powerpoint-presentation-file-label-495571c4-sub32,symbol,text-powerpoint-presentation-file-label-495571c4-sub32-symbol,True,2,pass,../../model/icons/symbol/text_powerpoint_presentation_file_label_495571c4_sub32_symbol_495571c4_175f_4ca1_8ff7_2328080ce061.py,text-powerpoint-presentation-file-label-495571c4-sub32
text-pps-text-symbol-f5410e0a-sub32,side,text-pps-text-symbol-f5410e0a-sub32,True,1,pass,../../model/icons/sub/text_pps_text_symbol_f5410e0a_sub32.py,text-pps-text-symbol-f5410e0a-sub32-symbol
text-pps-text-symbol-f5410e0a-sub32,symbol,text-pps-text-symbol-f5410e0a-sub32-symbol,True,3,pass,../../model/icons/symbol/text_pps_text_symbol_f5410e0a_sub32_symbol_f5410e0a_813c_4c0c_91f2_64440bd59127.py,text-pps-text-symbol-f5410e0a-sub32
text-promethium-chemical-element-symbol-a08b93a3-sub32,symbol,text-promethium-chemical-element-symbol-a08b93a3-sub32,False,1,pass,../../model/icons/symbol/text_promethium_chemical_element_symbol_a08b93a3_sub32.py,
text-psd-file-format-type-f7c89911-sub32,side,text-psd-file-format-type-f7c89911-sub32,True,1,pass,../../model/icons/sub/text_psd_file_format_type_f7c89911_sub32.py,text-psd-file-format-type-f7c89911-sub32-symbol
text-psd-file-format-type-f7c89911-sub32,symbol,text-psd-file-format-type-f7c89911-sub32-symbol,True,3,pass,../../model/icons/symbol/text_psd_file_format_type_f7c89911_sub32_symbol_f7c89911_684e_406a_a7a8_cc975c0bd5d5.py,text-psd-file-format-type-f7c89911-sub32
text-python-programming-language-symbol-c30fbd34-sub32,side,text-python-programming-language-symbol-c30fbd34-sub32,True,1,pass,../../model/icons/sub/text_python_programming_language_symbol_c30fbd34_sub32.py,text-python-programming-language-symbol-c30fbd34-sub32-symbol
text-python-programming-language-symbol-c30fbd34-sub32,symbol,text-python-programming-language-symbol-c30fbd34-sub32-symbol,True,1,pass,../../model/icons/symbol/text_python_programming_language_symbol_c30fbd34_sub32_symbol_c30fbd34_77a1_48f0_8b32_44339b3cf077.py,text-python-programming-language-symbol-c30fbd34-sub32
text-radon-chemical-symbol-65550daf-sub32,symbol,text-radon-chemical-symbol-65550daf-sub32,False,1,pass,../../model/icons/symbol/text_radon_chemical_symbol_65550daf_sub32.py,
text-rar-compressed-archive-text-c62d42dd-sub32,side,text-rar-compressed-archive-text-c62d42dd-sub32,True,1,pass,../../model/icons/sub/text_rar_compressed_archive_text_c62d42dd_sub32.py,text-rar-compressed-archive-text-c62d42dd-sub32-symbol
text-rar-compressed-archive-text-c62d42dd-sub32,symbol,text-rar-compressed-archive-text-c62d42dd-sub32-symbol,True,2,pass,../../model/icons/symbol/text_rar_compressed_archive_text_c62d42dd_sub32_symbol_c62d42dd_71d9_43d8_bd33_062a182b2527.py,text-rar-compressed-archive-text-c62d42dd-sub32
text-rhodium-chemical-element-symbol-cc02cdcf-sub32-v2,symbol,text-rhodium-chemical-element-symbol-cc02cdcf-sub32-v2,False,1,review,../../model/icons/symbol/text_rhodium_chemical_element_symbol_cc02cdcf_sub32_v2_cc02cdcf_051e_418c_9674_1c3c09ac40a5.py,
text-rounded-capital-letter-m-3cdc9209-sub32,symbol,text-rounded-capital-letter-m-3cdc9209-sub32,False,2,pass,../../model/icons/symbol/text_rounded_capital_letter_m_3cdc9209_sub32.py,
text-rtf-rich-text-format-091610fa-sub32,side,text-rtf-rich-text-format-091610fa-sub32,True,1,pass,../../model/icons/sub/text_rtf_rich_text_format_091610fa_sub32.py,text-rtf-rich-text-format-091610fa-sub32-symbol
text-rtf-rich-text-format-091610fa-sub32,symbol,text-rtf-rich-text-format-091610fa-sub32-symbol,True,3,pass,../../model/icons/symbol/text_rtf_rich_text_format_091610fa_sub32_symbol_091610fa_d7cb_489a_a93c_f4c162f7022f.py,text-rtf-rich-text-format-091610fa-sub32
text-rubidium-chemical-element-symbol-c00033d9-sub32,symbol,text-rubidium-chemical-element-symbol-c00033d9-sub32,False,1,pass,../../model/icons/symbol/text_rubidium_chemical_element_symbol_c00033d9_sub32.py,
text-sale-typography-label-5aa2cae3-sub32,side,text-sale-typography-label-5aa2cae3-sub32,True,2,pass,../../model/icons/sub/text_sale_typography_label_5aa2cae3_sub32.py,text-sale-typography-label-5aa2cae3-sub32-symbol
text-sale-typography-label-5aa2cae3-sub32,symbol,text-sale-typography-label-5aa2cae3-sub32-symbol,True,4,pass,../../model/icons/symbol/text_sale_typography_label_5aa2cae3_sub32_symbol_5aa2cae3_ce6d_4cd7_92d4_a010f71d4238.py,text-sale-typography-label-5aa2cae3-sub32
text-selenium-chemical-symbol-3133a9b0-sub32,symbol,text-selenium-chemical-symbol-3133a9b0-sub32,False,1,review,../../model/icons/symbol/text_selenium_chemical_symbol_3133a9b0_sub32.py,
text-sentence-case-underline-text-e8cbbf5a-sub32,symbol,text-sentence-case-underline-text-e8cbbf5a-sub32,False,1,pass,../../model/icons/symbol/text_sentence_case_underline_text_e8cbbf5a_sub32.py,
text-seven-days-duration-text-e220de6b-sub32,symbol,text-seven-days-duration-text-e220de6b-sub32,False,1,pass,../../model/icons/symbol/text_seven_days_duration_text_e220de6b_sub32.py,
text-seventies-decade-text-indicator-92f30301-sub32,symbol,text-seventies-decade-text-indicator-92f30301-sub32,False,1,pass,../../model/icons/symbol/text_seventies_decade_text_indicator_92f30301_sub32.py,
text-seventy-five-number-symbol-96923c04-sub32,symbol,text-seventy-five-number-symbol-96923c04-sub32,False,1,pass,../../model/icons/symbol/text_seventy_five_number_symbol_96923c04_sub32.py,
text-seventy-percent-symbol-2db006bf-sub32,symbol,text-seventy-percent-symbol-2db006bf-sub32,False,1,fail,../../model/icons/symbol/text_seventy_percent_symbol_2db006bf_sub32.py,
text-sftp-protocol-text-958df5e6-sub32,side,text-sftp-protocol-text-958df5e6-sub32,True,1,pass,../../model/icons/sub/text_sftp_protocol_text_958df5e6_sub32.py,text-sftp-protocol-text-958df5e6-sub32-symbol
text-sftp-protocol-text-958df5e6-sub32,symbol,text-sftp-protocol-text-958df5e6-sub32-symbol,True,1,pass,../../model/icons/symbol/text_sftp_protocol_text_958df5e6_sub32_symbol_958df5e6_16e8_40f7_a1fd_1eaf93108784.py,text-sftp-protocol-text-958df5e6-sub32
text-share-the-road-typography-4f785d2d-sub32,symbol,text-share-the-road-typography-4f785d2d-sub32,False,1,pass,../../model/icons/symbol/text_share_the_road_typography_4f785d2d_sub32.py,
text-silver-chemical-element-symbol-a8aa1719-sub32,symbol,text-silver-chemical-element-symbol-a8aa1719-sub32,False,1,fail,../../model/icons/symbol/text_silver_chemical_element_symbol_a8aa1719_sub32.py,
text-simple-digit-number-one-88b7583b-sub32,symbol,text-simple-digit-number-one-88b7583b-sub32,False,6,pass,../../model/icons/symbol/text_simple_digit_number_one_88b7583b_sub32.py,
text-simple-number-twenty-11778f43-sub32,symbol,text-simple-number-twenty-11778f43-sub32,False,1,pass,../../model/icons/symbol/text_simple_number_twenty_11778f43_sub32.py,
text-sms-text-message-370fe7a2-sub32,symbol,text-sms-text-message-370fe7a2-sub32,False,2,pass,../../model/icons/symbol/text_sms_text_message_370fe7a2_sub32.py,
text-sodium-chemical-element-symbol-99772563-sub32,symbol,text-sodium-chemical-element-symbol-99772563-sub32,False,1,pass,../../model/icons/symbol/text_sodium_chemical_element_symbol_99772563_sub32.py,
text-sos-emergency-signal-298706d3-sub32,symbol,text-sos-emergency-signal-298706d3-sub32,False,2,pass,../../model/icons/symbol/text_sos_emergency_signal_298706d3_sub32.py,
text-spa-typography-label-d1278012-sub32,symbol,text-spa-typography-label-d1278012-sub32,False,2,pass,../../model/icons/symbol/text_spa_typography_label_d1278012_sub32.py,
text-sql-database-text-label-605ae118-sub32-v2,side,text-sql-database-text-label-605ae118-sub32-v2,True,1,pass,../../model/icons/sub/text_sql_database_text_label_605ae118_sub32_v2_605ae118_906d_4c8d_bcbf_5788e09b5a33.py,text-sql-database-text-label-605ae118-sub32-v2-symbol
text-sql-database-text-label-605ae118-sub32-v2,symbol,text-sql-database-text-label-605ae118-sub32-v2-symbol,True,3,pass,../../model/icons/symbol/text_sql_database_text_label_605ae118_sub32_v2_symbol_605ae118_906d_4c8d_bcbf_5788e09b5a33.py,text-sql-database-text-label-605ae118-sub32-v2
text-subset-of-or-equal-to-symbol-a83c7456-sub32,symbol,text-subset-of-or-equal-to-symbol-a83c7456-sub32,False,1,pass,../../model/icons/symbol/text_subset_of_or_equal_to_symbol_a83c7456_sub32.py,
text-svg-file-format-a5e635a2-sub32,side,text-svg-file-format-a5e635a2-sub32,True,1,pass,../../model/icons/sub/text_svg_file_format_a5e635a2_sub32.py,text-svg-file-format-a5e635a2-sub32-symbol
text-svg-file-format-a5e635a2-sub32,symbol,text-svg-file-format-a5e635a2-sub32-symbol,True,3,pass,../../model/icons/symbol/text_svg_file_format_a5e635a2_sub32_symbol_a5e635a2_0920_48ba_9eea_82070fddd821.py,text-svg-file-format-a5e635a2-sub32
text-ta-underlined-text-18d74860-sub32,symbol,text-ta-underlined-text-18d74860-sub32,False,1,pass,../../model/icons/symbol/text_ta_underlined_text_18d74860_sub32.py,
text-taxi-service-text-sign-acd5d256-sub32,symbol,text-taxi-service-text-sign-acd5d256-sub32,False,1,pass,../../model/icons/symbol/text_taxi_service_text_sign_acd5d256_sub32.py,
text-text-color-formatting-tool-74365d63-sub32,symbol,text-text-color-formatting-tool-74365d63-sub32,False,1,fail,../../model/icons/symbol/text_text_color_formatting_tool_74365d63_sub32.py,
text-text-formatting-and-style-e0363621-sub32,symbol,text-text-formatting-and-style-e0363621-sub32,False,2,fail,../../model/icons/symbol/text_text_formatting_and_style_e0363621_sub32.py,
text-the-number-five-digit-7313b9de-sub32,symbol,text-the-number-five-digit-7313b9de-sub32,False,4,pass,../../model/icons/symbol/text_the_number_five_digit_7313b9de_sub32.py,
text-the-number-ninety-f4fa98b8-sub32,symbol,text-the-number-ninety-f4fa98b8-sub32,False,2,fail,../../model/icons/symbol/text_the_number_ninety_f4fa98b8_sub32.py,
text-thirty-days-duration-indicator-36a375d1-sub32,symbol,text-thirty-days-duration-indicator-36a375d1-sub32,False,1,pass,../../model/icons/symbol/text_thirty_days_duration_indicator_36a375d1_sub32.py,
text-thirty-percent-discount-symbol-b382b4ba-sub32,symbol,text-thirty-percent-discount-symbol-b382b4ba-sub32,False,1,fail,../../model/icons/symbol/text_thirty_percent_discount_symbol_b382b4ba_sub32.py,
text-three-dimensional-view-symbol-bb238e45-sub32,side,text-three-dimensional-view-symbol-bb238e45-sub32,True,2,pass,../../model/icons/sub/text_three_dimensional_view_symbol_bb238e45_sub32.py,text-three-dimensional-view-symbol-bb238e45-sub32-symbol
text-three-dimensional-view-symbol-bb238e45-sub32,symbol,text-three-dimensional-view-symbol-bb238e45-sub32-symbol,True,1,pass,../../model/icons/symbol/text_three_dimensional_view_symbol_bb238e45_sub32_symbol_bb238e45_d5b9_4df3_ac32_6ad48db5fac4.py,text-three-dimensional-view-symbol-bb238e45-sub32
text-tiff-image-file-format-02af3840-sub32,side,text-tiff-image-file-format-02af3840-sub32,True,2,pass,../../model/icons/sub/text_tiff_image_file_format_02af3840_sub32.py,text-tiff-image-file-format-02af3840-sub32-symbol
text-tiff-image-file-format-02af3840-sub32,symbol,text-tiff-image-file-format-02af3840-sub32-symbol,True,2,pass,../../model/icons/symbol/text_tiff_image_file_format_02af3840_sub32_symbol_02af3840_b8eb_40f6_b3ef_54661616285b.py,text-tiff-image-file-format-02af3840-sub32
text-times-four-multiplier-2aa72adc-sub32,side,text-times-four-multiplier-2aa72adc-sub32,True,2,pass,../../model/icons/sub/text_times_four_multiplier_2aa72adc_sub32.py,text-times-four-multiplier-2aa72adc-sub32-symbol
text-times-four-multiplier-2aa72adc-sub32,symbol,text-times-four-multiplier-2aa72adc-sub32-symbol,True,1,pass,../../model/icons/symbol/text_times_four_multiplier_2aa72adc_sub32_symbol_2aa72adc_73bd_4dc7_9a10_98093ab16af8.py,text-times-four-multiplier-2aa72adc-sub32
text-tool-t,side,text-tool-t,False,1,pass,../../model/icons/sub/text_tool_t_c50b60b1_2dc6_4030_9b5e_382aaf24bf10.py,
text-triple-z-sleeping-symbol-4f0dec50-sub32,side,text-triple-z-sleeping-symbol-4f0dec50-sub32,True,5,pass,../../model/icons/sub/text_triple_z_sleeping_symbol_4f0dec50_sub32.py,text-triple-z-sleeping-symbol-4f0dec50-sub32-symbol
text-triple-z-sleeping-symbol-4f0dec50-sub32,symbol,text-triple-z-sleeping-symbol-4f0dec50-sub32-symbol,True,3,pass,../../model/icons/symbol/text_triple_z_sleeping_symbol_4f0dec50_sub32_symbol_4f0dec50_b514_5f19_8915_e1f6d28276e5.py,text-triple-z-sleeping-symbol-4f0dec50-sub32
