id,old_concept,concept,categories,folder,file
"e676ebab-d256-40ae-8ac2-44fa49dbce5f","phone action bin","Smartphone Trash Bin","phones container-combination","container-combination","phone action bin_e676ebab-d256-40ae-8ac2-44fa49dbce5f.svg"
"e676ebab-d256-40ae-8b04-14185894b503","phone action search","Smartphone with Magnifying Glass","phones container-combination","container-combination","phone action search_e676ebab-d256-40ae-8b04-14185894b503.svg"
"e676ebab-d256-40ae-8cbd-ead7a0c2fa1c","face id smartphone","Facial Recognition Smartphone","interface-essential container-combination","container-combination","face id smartphone_e676ebab-d256-40ae-8cbd-ead7a0c2fa1c.svg"
"e676ebab-d256-40ae-8ccd-44e3dda750ea","phone action image","Smartphone Photo Gallery","phones container-combination","container-combination","phone action image_e676ebab-d256-40ae-8ccd-44e3dda750ea.svg"
"e676ebab-d256-40ae-8de6-23be0bf1d811","phone action shield","Smartphone with Health Protection Shield","phones container-combination","container-combination","phone action shield_e676ebab-d256-40ae-8de6-23be0bf1d811.svg"
"e676ebab-d256-40ae-8eae-ef88e3411b1e","phone action settings","Mobile phone settings gear","phones container-combination","container-combination","phone action settings_e676ebab-d256-40ae-8eae-ef88e3411b1e.svg"
"e676ebab-d256-40ae-8fcb-e228f769d500","meeting smartphone hold 1","Smartphone Video Call Profile","work container-combination","container-combination","meeting smartphone hold 1_e676ebab-d256-40ae-8fcb-e228f769d500.svg"
"e676ebab-d256-40ae-9000-0d11db8aa255","phone action","Smartphone with SIM Card","phones container-combination","container-combination","phone action_e676ebab-d256-40ae-9000-0d11db8aa255.svg"
"e676ebab-d256-40ae-90b3-0342f52ed76e","phone action settings","Smartphone Device Settings","phones container-combination","container-combination","phone action settings_e676ebab-d256-40ae-90b3-0342f52ed76e.svg"
"e676ebab-d256-40ae-911c-aee5076b1c7e","phone action wifi","Smartphone Wi-Fi Signal","phones container-combination","container-combination","phone action wifi_e676ebab-d256-40ae-911c-aee5076b1c7e.svg"
"e676ebab-d256-40ae-91e0-9c3a9bf1e98b","alert notification bars 1","Smartphone Notification Alerts","interface-essential container-combination","container-combination","alert notification bars 1_e676ebab-d256-40ae-91e0-9c3a9bf1e98b.svg"
"e676ebab-d256-40ae-9324-4f824d7cba74","tracker tablet heart rate 1","Smartphone Heart Rate Monitor","health container-combination","container-combination","tracker tablet heart rate 1_e676ebab-d256-40ae-9324-4f824d7cba74.svg"
"e676ebab-d256-40ae-94fa-4633b7974c08","weather app rain umbrella","Smartphone Weather App Umbrella","weather container-combination","container-combination","weather app rain umbrella_e676ebab-d256-40ae-94fa-4633b7974c08.svg"
"e676ebab-d256-40ae-95b4-380662a7ece5","weather app sun coudy","Smartphone Sunny Weather Icon","weather container-combination","container-combination","weather app sun coudy_e676ebab-d256-40ae-95b4-380662a7ece5.svg"
"e676ebab-d256-40ae-9614-01fa36936a14","coding apps website smartphone smile","Smartphone with happy emoji","apps container-combination","container-combination","coding apps website smartphone smile_e676ebab-d256-40ae-9614-01fa36936a14.svg"
"e676ebab-d256-40ae-970c-76948410da91","real estate app building smartphone","Smartphone Real Estate App","real-estate container-combination","container-combination","real estate app building smartphone_e676ebab-d256-40ae-970c-76948410da91.svg"
"e676ebab-d256-40ae-9864-e5c93655f156","phone action image","Smartphone Image Gallery","phones container-combination","container-combination","phone action image_e676ebab-d256-40ae-9864-e5c93655f156.svg"
"e676ebab-d256-40ae-9a66-f43eca8bd8d0","phone action camera","Smartphone Video Camera","phones container-combination","container-combination","phone action camera_e676ebab-d256-40ae-9a66-f43eca8bd8d0.svg"
"e676ebab-d256-40ae-9b53-69083f3313cb","phone action lock","Locked Mobile Phone Screen","phones container-combination","container-combination","phone action lock_e676ebab-d256-40ae-9b53-69083f3313cb.svg"
"e676ebab-d256-40ae-9c62-9622160eca5c","phone action star","Smartphone with Star Symbol","phones container-combination","container-combination","phone action star_e676ebab-d256-40ae-9c62-9622160eca5c.svg"
"e676ebab-d256-40ae-9cc0-f15dcd54f48c","phone action play","Smartphone With Play Button","phones container-combination","container-combination","phone action play_e676ebab-d256-40ae-9cc0-f15dcd54f48c.svg"
"e676ebab-d256-40ae-9d07-5d661cc864ae","shipment smartphone","Mobile Shipment Tracking","delivery container-combination","container-combination","shipment smartphone_e676ebab-d256-40ae-9d07-5d661cc864ae.svg"
"e676ebab-d256-40ae-9dcf-21637870d1dc","phone action camera","Smartphone Video Camera","phones container-combination","container-combination","phone action camera_e676ebab-d256-40ae-9dcf-21637870d1dc.svg"
"e676ebab-d256-40ae-9e16-a3507e8a0079","phone action remove user","Smartphone Remove User","phones container-combination","container-combination","phone action remove user_e676ebab-d256-40ae-9e16-a3507e8a0079.svg"
"e676ebab-d256-40ae-9e28-6f64d31ac4f8","phone action bin","Mobile Phone Trash Bin","phones container-combination","container-combination","phone action bin_e676ebab-d256-40ae-9e28-6f64d31ac4f8.svg"
"e676ebab-d256-40ae-9e90-e03cf896cf9a","weather app rain umbrella","Smartphone with Umbrella Icon","weather container-combination","container-combination","weather app rain umbrella_e676ebab-d256-40ae-9e90-e03cf896cf9a.svg"
"e676ebab-d256-40ae-9e9b-98c3460992f3","weather app rain","Smartphone with Rain Cloud","weather container-combination","container-combination","weather app rain_e676ebab-d256-40ae-9e9b-98c3460992f3.svg"
"e676ebab-d256-40ae-9efb-25902b8f8869","phone action download","Mobile Phone Download","phones container-combination","container-combination","phone action download_e676ebab-d256-40ae-9efb-25902b8f8869.svg"
"e676ebab-d256-40ae-9f83-4f718aa3d83a","real estate app house smartphone","Mobile Real Estate App","real-estate container-combination","container-combination","real estate app house smartphone_e676ebab-d256-40ae-9f83-4f718aa3d83a.svg"
"e676ebab-d256-40ae-a0da-404a030fd356","weather app snow","Smartphone With Snowflake Symbol","weather container-combination","container-combination","weather app snow_e676ebab-d256-40ae-a0da-404a030fd356.svg"
"e676ebab-d256-40ae-a0e7-ab19ebdecd32","social profile smartphone add","Add New Contact on Smartphone","social container-combination","container-combination","social profile smartphone add_e676ebab-d256-40ae-a0e7-ab19ebdecd32.svg"
"e676ebab-d256-40ae-a180-2f30f8dd6260","real estate app house smartphone","Real Estate Mobile App","real-estate container-combination","container-combination","real estate app house smartphone_e676ebab-d256-40ae-a180-2f30f8dd6260.svg"
"e676ebab-d256-40ae-a251-a2d0cd8844cb","phone action text","Smartphone with Text Content","phones container-combination","container-combination","phone action text_e676ebab-d256-40ae-a251-a2d0cd8844cb.svg"
"e676ebab-d256-40ae-a53b-be1029308735","phone action navigation pin","Smartphone with Location Pin","phones container-combination","container-combination","phone action navigation pin_e676ebab-d256-40ae-a53b-be1029308735.svg"
"e676ebab-d256-40ae-a54b-ab36b6f8efb7","phone action lock","Smartphone with Security Padlock","phones container-combination","container-combination","phone action lock_e676ebab-d256-40ae-a54b-ab36b6f8efb7.svg"
"e676ebab-d256-40ae-a55e-5a7e98c04d7a","phone action question","Smartphone with Question Mark","phones container-combination","container-combination","phone action question_e676ebab-d256-40ae-a55e-5a7e98c04d7a.svg"
"e676ebab-d256-40ae-a644-383157d2d39b","mobile shopping cart 1","Mobile Shopping Basket","ecommerce container-combination","container-combination","mobile shopping cart 1_e676ebab-d256-40ae-a644-383157d2d39b.svg"
"e676ebab-d256-40ae-a649-eea82df87819","phone action code","Smartphone with Code Brackets","phones container-combination","container-combination","phone action code_e676ebab-d256-40ae-a649-eea82df87819.svg"
"e676ebab-d256-40ae-a750-e243701b34d3","mobile shopping cart 1","Smartphone with Shopping Cart","ecommerce container-combination","container-combination","mobile shopping cart 1_e676ebab-d256-40ae-a750-e243701b34d3.svg"
"e676ebab-d256-40ae-a779-46135c16e4ri","air purifier 4","Smartphone Air Purifier App","ecology side-combination right","side-combination","air purifier 4_e676ebab-d256-40ae-a779-46135c16e4ri.svg"
"e676ebab-d256-40ae-a7c1-7d22f0de49cc","medical app smartphone","Smartphone with Medical Cross","health container-combination","container-combination","medical app smartphone_e676ebab-d256-40ae-a7c1-7d22f0de49cc.svg"
"e676ebab-d256-40ae-a7c6-99e9bc8331a8","charging lightning sync","Mobile Phone Charging","phones container-combination","container-combination","charging lightning sync_e676ebab-d256-40ae-a7c6-99e9bc8331a8.svg"
"e676ebab-d256-40ae-a866-11f751605109","mobile shopping cart 1","Mobile Shopping Cart","ecommerce container-combination","container-combination","mobile shopping cart 1_e676ebab-d256-40ae-a866-11f751605109.svg"
"e676ebab-d256-40ae-a8ba-99e528562c38","meeting smartphone hold 1","Smartphone Video Call","work container-combination","container-combination","meeting smartphone hold 1_e676ebab-d256-40ae-a8ba-99e528562c38.svg"
"e676ebab-d256-40ae-a8fd-0d77a06c599f","mobile qr code","Smartphone Barcode Display","phones container-combination","container-combination","mobile qr code_e676ebab-d256-40ae-a8fd-0d77a06c599f.svg"
"e676ebab-d256-40ae-a918-3bd5f9af838a","mobile shopping basket","Smartphone with Shopping Basket","ecommerce container-combination","container-combination","mobile shopping basket_e676ebab-d256-40ae-a918-3bd5f9af838a.svg"
"e676ebab-d256-40ae-a93b-dc7b4a54ff1a","real estate app building smartphone","Real Estate Mobile App","real-estate container-combination","container-combination","real estate app building smartphone_e676ebab-d256-40ae-a93b-dc7b4a54ff1a.svg"
"e676ebab-d256-40ae-a954-40e23b277e6f","phone action code","Smartphone With Coding Symbol","phones container-combination","container-combination","phone action code_e676ebab-d256-40ae-a954-40e23b277e6f.svg"
"e676ebab-d256-40ae-ab18-e1fc863c5dc5","video game smartphone landscape","Smartphone with Video Game Character","video-games container-combination","container-combination","video game smartphone landscape_e676ebab-d256-40ae-ab18-e1fc863c5dc5.svg"
"e676ebab-d256-40ae-ab97-9058803311d6","phone action lock","Locked Mobile Phone","phones container-combination","container-combination","phone action lock_e676ebab-d256-40ae-ab97-9058803311d6.svg"
"e676ebab-d256-40ae-add4-fd6807a17ab3","coding apps website smartphone","Mobile App Interface Design","apps container-combination","container-combination","coding apps website smartphone_e676ebab-d256-40ae-add4-fd6807a17ab3.svg"
"e676ebab-d256-40ae-ae4a-03a0b33fa716","phone action power switch","Smartphone Power Button","phones container-combination","container-combination","phone action power switch_e676ebab-d256-40ae-ae4a-03a0b33fa716.svg"
"e676ebab-d256-40ae-af72-39a55b85a974","video player smartphone","Mobile Video Player","video container-combination","container-combination","video player smartphone_e676ebab-d256-40ae-af72-39a55b85a974.svg"
"e676ebab-d256-40ae-afb1-570ec971a498","phone action refresh","Smartphone Refresh Arrow","phones container-combination","container-combination","phone action refresh_e676ebab-d256-40ae-afb1-570ec971a498.svg"
"e676ebab-d256-40ae-afc1-5c9f2d81acaa","weather app cloudy","Mobile Phone Weather Application","weather container-combination","container-combination","weather app cloudy_e676ebab-d256-40ae-afc1-5c9f2d81acaa.svg"
"e676ebab-d256-40ae-b02f-72fb6b50c853","gps location phone","Smartphone GPS Navigation Arrow","phones container-combination","container-combination","gps location phone_e676ebab-d256-40ae-b02f-72fb6b50c853.svg"
"e676ebab-d256-40ae-b34e-faf818f521bc","e learning smartphone","Smartphone with Graduation Cap","school-learning container-combination","container-combination","e learning smartphone_e676ebab-d256-40ae-b34e-faf818f521bc.svg"
"e676ebab-d256-40ae-b36a-97fec97a9e68","mobile qr code","Smartphone QR Code Scanner","phones container-combination","container-combination","mobile qr code_e676ebab-d256-40ae-b36a-97fec97a9e68.svg"
"e676ebab-d256-40ae-b4cd-ed0973b91fb2","real estate app house smartphone","Real Estate Mobile App","real-estate container-combination","container-combination","real estate app house smartphone_e676ebab-d256-40ae-b4cd-ed0973b91fb2.svg"
"e676ebab-d256-40ae-b670-945d4e962ddd","gps location phone","Smartphone Navigation Arrow","phones container-combination","container-combination","gps location phone_e676ebab-d256-40ae-b670-945d4e962ddd.svg"
"e676ebab-d256-40ae-b7c8-3c963f7c35dd","mobile shopping basket","Smartphone with Shopping Basket","ecommerce container-combination","container-combination","mobile shopping basket_e676ebab-d256-40ae-b7c8-3c963f7c35dd.svg"
"e676ebab-d256-40ae-b84f-4ffd7244d650","phone action clock","Smartphone with Clock Display","phones container-combination","container-combination","phone action clock_e676ebab-d256-40ae-b84f-4ffd7244d650.svg"
"e676ebab-d256-40ae-b851-acf302ef01a5","phone action upload","Smartphone with Upload Symbol","phones container-combination","container-combination","phone action upload_e676ebab-d256-40ae-b851-acf302ef01a5.svg"
"e676ebab-d256-40ae-b93f-f9a9af513a1e","phone action bin","Smartphone With Trash Bin","phones container-combination","container-combination","phone action bin_e676ebab-d256-40ae-b93f-f9a9af513a1e.svg"
"e676ebab-d256-40ae-b9c9-6bdce0f5da6a","phone action share","Smartphone with Share Icon","phones container-combination","container-combination","phone action share_e676ebab-d256-40ae-b9c9-6bdce0f5da6a.svg"
"e676ebab-d256-40ae-ba0a-63d3fdc12e97","phone action clock","Smartphone with Clock Display","phones container-combination","container-combination","phone action clock_e676ebab-d256-40ae-ba0a-63d3fdc12e97.svg"
"e676ebab-d256-40ae-ba27-d943238ccfaa","meeting smartphone hold 1","Smartphone User Profile","work container-combination","container-combination","meeting smartphone hold 1_e676ebab-d256-40ae-ba27-d943238ccfaa.svg"
"e676ebab-d256-40ae-bb1e-bb264e55ee35","phone action text","Smartphone Text Messaging","phones container-combination","container-combination","phone action text_e676ebab-d256-40ae-bb1e-bb264e55ee35.svg"
"e676ebab-d256-40ae-bb2d-c896d251a011","phone action at","Smartphone with At Symbol","phones container-combination","container-combination","phone action at_e676ebab-d256-40ae-bb2d-c896d251a011.svg"
"e676ebab-d256-40ae-bc5d-1a46c93ca7e9","charging lightning sync","Smartphone Charging Battery","phones container-combination","container-combination","charging lightning sync_e676ebab-d256-40ae-bc5d-1a46c93ca7e9.svg"
"e676ebab-d256-40ae-be6b-b3ff28378c82","phone action warning","Smartphone Warning Alert","phones container-combination","container-combination","phone action warning_e676ebab-d256-40ae-be6b-b3ff28378c82.svg"
"e676ebab-d256-40ae-be6c-5d3d4bfc0c24","phone action settings","Smartphone Settings Gear","phones container-combination","container-combination","phone action settings_e676ebab-d256-40ae-be6c-5d3d4bfc0c24.svg"
"e676ebab-d256-40ae-bf22-17d0a68fea2b","online first aid phone 2","Smartphone First Aid Kit","health container-combination","container-combination","online first aid phone 2_e676ebab-d256-40ae-bf22-17d0a68fea2b.svg"
"e676ebab-d256-40ae-bf41-58882794cc0a","phone action ring","Mobile Phone Notification Bell","phones container-combination","container-combination","phone action ring_e676ebab-d256-40ae-bf41-58882794cc0a.svg"
"e676ebab-d256-40ae-bf6a-390fe16ad950","gps location phone","Smartphone Cursor Pointer","phones container-combination","container-combination","gps location phone_e676ebab-d256-40ae-bf6a-390fe16ad950.svg"
"e686f130-6226-4d7d-867c-e102edd9f1tr","smart air purifier 1","Wireless Smart Air Purifier","technology side-combination top-right","side-combination","smart air purifier 1_e686f130-6226-4d7d-867c-e102edd9f1tr.svg"
"e715b082-2f7d-4370-a50b-2dd50dab7cbr","office file module edit","Edit Document Modules","files side-combination bottom-right","side-combination","office file module edit_e715b082-2f7d-4370-a50b-2dd50dab7cbr.svg"
"e7ccf92a-afad-5337-8fc2-900f19c95ftr","vr user play 1","Virtual Reality User Play","technology side-combination top-right","side-combination","vr user play 1_e7ccf92a-afad-5337-8fc2-900f19c95ftr.svg"
"e7ccf92a-afad-5337-90c1-b19234a4a0to","vr globe","Virtual Reality World Globe","technology side-combination top","side-combination","vr globe_e7ccf92a-afad-5337-90c1-b19234a4a0to.svg"
"e7ce785e-158f-41d6-a3cb-caa71cc3b5br","time clock file check","Verified Time Sheet File","interface-essential side-combination bottom-right","side-combination","time clock file check_e7ce785e-158f-41d6-a3cb-caa71cc3b5br.svg"
"e84a88d0-3ca7-4537-a27c-05b65a10e5bo","charging flash wifi","Wireless Charging Signal","mobile side-combination bottom","side-combination","charging flash wifi_e84a88d0-3ca7-4537-a27c-05b65a10e5bo.svg"
"e889baba-3138-419e-86cd-d13aceeaf9to","technology ar searching ar map smartphone","Augmented Reality Smartphone Cube","technology side-combination top","side-combination","technology ar searching ar map smartphone_e889baba-3138-419e-86cd-d13aceeaf9to.svg"
"e8d960e6-64b4-517c-a406-ef7c11b299br","soccer match ticket 2","Tennis Match Ticket","sports side-combination bottom-right","side-combination","soccer match ticket 2_e8d960e6-64b4-517c-a406-ef7c11b299br.svg"
"e91f5c68-4769-46bd-931b-0d558dad49br","gaming treasure add","Add Treasure Chest","rewards side-combination bottom-right","side-combination","gaming treasure add_e91f5c68-4769-46bd-931b-0d558dad49br.svg"
"e91f5c68-4769-46bd-a3cb-caa71cc3b5br","gaming treasure find","Treasure Chest with Check Mark","rewards side-combination bottom-right","side-combination","gaming treasure find_e91f5c68-4769-46bd-a3cb-caa71cc3b5br.svg"
"e9337ccf-6e62-4109-8db2-c377d1b6efbl","amazon detective female","Female Detective with Magnifying Glass","apps side-combination bottom-left","side-combination","amazon detective female_e9337ccf-6e62-4109-8db2-c377d1b6efbl.svg"
"e994981d-76d7-420d-8ccd-44e3dda750ea","common file horizontal image","Image File Icon","files container-combination","container-combination","common file horizontal image_e994981d-76d7-420d-8ccd-44e3dda750ea.svg"
"e994981d-76d7-420d-9864-e5c93655f156","common file horizontal image","Horizontal Landscape Image File","files container-combination","container-combination","common file horizontal image_e994981d-76d7-420d-9864-e5c93655f156.svg"
"e9c028d3-c06f-468b-85ec-2fd6000447br","zip file sync","Zip Archive Sync","files side-combination bottom-right","side-combination","zip file sync_e9c028d3-c06f-468b-85ec-2fd6000447br.svg"
"e9c028d3-c06f-468b-879a-5477d3e84ebr","zip file question","Zip File With Question Mark","files side-combination bottom-right","side-combination","zip file question_e9c028d3-c06f-468b-879a-5477d3e84ebr.svg"
"e9c028d3-c06f-468b-8bb3-41d6a1fb33br","zip file disable","Disabled Zip File","files side-combination bottom-right","side-combination","zip file disable_e9c028d3-c06f-468b-8bb3-41d6a1fb33br.svg"
"e9c028d3-c06f-468b-8db2-c377d1b6efbr","zip file search","Zip File with Magnifying Glass","files side-combination bottom-right","side-combination","zip file search_e9c028d3-c06f-468b-8db2-c377d1b6efbr.svg"
"e9c028d3-c06f-468b-8de6-23be0bf1d8br","zip file shield","Secure Zip File Shield","files side-combination bottom-right","side-combination","zip file shield_e9c028d3-c06f-468b-8de6-23be0bf1d8br.svg"
"e9c028d3-c06f-468b-8dfb-01e3bb127cbr","zip file subtract","Remove Zip File","files side-combination bottom-right","side-combination","zip file subtract_e9c028d3-c06f-468b-8dfb-01e3bb127cbr.svg"
"e9c028d3-c06f-468b-9217-7031427f5fbr","zip file settings","Zip File Settings Gear","files side-combination bottom-right","side-combination","zip file settings_e9c028d3-c06f-468b-9217-7031427f5fbr.svg"
"e9c028d3-c06f-468b-931b-0d558dad49br","zip file add","Add Compressed Zip File","files side-combination bottom-right","side-combination","zip file add_e9c028d3-c06f-468b-931b-0d558dad49br.svg"
"e9c028d3-c06f-468b-98bb-b90c403098br","zip file warning","Zip File Warning Alert","files side-combination bottom-right","side-combination","zip file warning_e9c028d3-c06f-468b-98bb-b90c403098br.svg"
"e9c028d3-c06f-468b-98f2-4b8115e447br","zip file information","Compressed File Information","files side-combination bottom-right","side-combination","zip file information_e9c028d3-c06f-468b-98f2-4b8115e447br.svg"
"e9c028d3-c06f-468b-9c62-9622160ecabr","zip file star","Starred Zip File","files side-combination bottom-right","side-combination","zip file star_e9c028d3-c06f-468b-9c62-9622160ecabr.svg"
"e9c028d3-c06f-468b-9f87-f3b69a27f2br","zip file clock","Zip File with Clock","files side-combination bottom-right","side-combination","zip file clock_e9c028d3-c06f-468b-9f87-f3b69a27f2br.svg"
"e9c028d3-c06f-468b-a0b8-bb7f432054br","zip file lock","Locked Zip File Document","files side-combination bottom-right","side-combination","zip file lock_e9c028d3-c06f-468b-a0b8-bb7f432054br.svg"
"e9c028d3-c06f-468b-a3cb-caa71cc3b5br","zip file check","Zip File Verified","files side-combination bottom-right","side-combination","zip file check_e9c028d3-c06f-468b-a3cb-caa71cc3b5br.svg"
"e9c028d3-c06f-468b-a50b-2dd50dab7cbr","zip file edit","Edit Compressed Zip File","files side-combination bottom-right","side-combination","zip file edit_e9c028d3-c06f-468b-a50b-2dd50dab7cbr.svg"
"e9c028d3-c06f-468b-a664-4ae3e56c83br","zip file cash","Zip File with Dollar Coin","files side-combination bottom-right","side-combination","zip file cash_e9c028d3-c06f-468b-a664-4ae3e56c83br.svg"
"e9c028d3-c06f-468b-aa87-6963634386br","zip file download","Compressed File Download","files side-combination bottom-right","side-combination","zip file download_e9c028d3-c06f-468b-aa87-6963634386br.svg"
"e9c028d3-c06f-468b-b13a-e0950315fcbr","zip file home","Zip Archive Home Symbol","files side-combination bottom-right","side-combination","zip file home_e9c028d3-c06f-468b-b13a-e0950315fcbr.svg"
"e9c028d3-c06f-468b-b4df-bb3dfe7ebebr","zip file remove","Remove Zip File","files side-combination bottom-right","side-combination","zip file remove_e9c028d3-c06f-468b-b4df-bb3dfe7ebebr.svg"
"e9c028d3-c06f-468b-b851-acf302ef01br","zip file upload","Upload Zip Archive File","files side-combination bottom-right","side-combination","zip file upload_e9c028d3-c06f-468b-b851-acf302ef01br.svg"
"e9c028d3-c06f-468b-b9c9-6bdce0f5dabr","zip file share","Compressed File Sharing","files side-combination bottom-right","side-combination","zip file share_e9c028d3-c06f-468b-b9c9-6bdce0f5dabr.svg"
"ea039057-d0a3-4e3b-a0b8-bb7f432054br","drm 2","Locked Video Player","video side-combination bottom-right","side-combination","drm 2_ea039057-d0a3-4e3b-a0b8-bb7f432054br.svg"
"eb0b6680-3f5b-40fd-b376-ad91c78c22bl","technology two factor key smartphone","Mobile Two Factor Authentication Key","technology side-combination bottom-left","side-combination","technology two factor key smartphone_eb0b6680-3f5b-40fd-b376-ad91c78c22bl.svg"
"eb4576b3-c5b1-4d1c-869b-7b4b265330f4","peace flag","Waving Peace Symbol Flag","travel container-combination","container-combination","peace flag_eb4576b3-c5b1-4d1c-869b-7b4b265330f4.svg"
"eb4576b3-c5b1-4d1c-8769-db85e43e229f","flag check","Flag with Checkmark","rewards container-combination","container-combination","flag check_eb4576b3-c5b1-4d1c-8769-db85e43e229f.svg"
"eb4576b3-c5b1-4d1c-8eae-ef88e3411b1e","flag settings","Wavy Flag with Gear","social container-combination","container-combination","flag settings_eb4576b3-c5b1-4d1c-8eae-ef88e3411b1e.svg"
"eb4576b3-c5b1-4d1c-90b3-0342f52ed76e","flag settings","Flag with Settings Gear","social container-combination","container-combination","flag settings_eb4576b3-c5b1-4d1c-90b3-0342f52ed76e.svg"
"eb4576b3-c5b1-4d1c-9b7e-bba72b5f6a14","flag skull","Pirate Skull Flag","social container-combination","container-combination","flag skull_eb4576b3-c5b1-4d1c-9b7e-bba72b5f6a14.svg"
"eb4576b3-c5b1-4d1c-a55e-5a7e98c04d7a","flag question","Flag with Question Mark","social container-combination","container-combination","flag question_eb4576b3-c5b1-4d1c-a55e-5a7e98c04d7a.svg"
"eb4576b3-c5b1-4d1c-a7c6-99e9bc8331a8","flag lightning","Flag with Lightning Bolt","rewards container-combination","container-combination","flag lightning_eb4576b3-c5b1-4d1c-a7c6-99e9bc8331a8.svg"
"eb4576b3-c5b1-4d1c-b7c5-c16580a2e930","launch go flag","Waving Go Start Flag","business container-combination","container-combination","launch go flag_eb4576b3-c5b1-4d1c-b7c5-c16580a2e930.svg"
"eb4576b3-c5b1-4d1c-bc5d-1a46c93ca7e9","flag lightning","Lightning Bolt Flag","rewards container-combination","container-combination","flag lightning_eb4576b3-c5b1-4d1c-bc5d-1a46c93ca7e9.svg"
"eb4576b3-c5b1-4d1c-bc8a-40fa2559c98c","flag cash","Dollar Sign Flag","finance container-combination","container-combination","flag cash_eb4576b3-c5b1-4d1c-bc8a-40fa2559c98c.svg"
"eb4576b3-c5b1-4d1c-be6b-b3ff28378c82","flag warning","Flag with Exclamation Mark","social container-combination","container-combination","flag warning_eb4576b3-c5b1-4d1c-be6b-b3ff28378c82.svg"
"eb4576b3-c5b1-4d1c-be6c-5d3d4bfc0c24","flag settings","Waving Flag with Gear Symbol","social container-combination","container-combination","flag settings_eb4576b3-c5b1-4d1c-be6c-5d3d4bfc0c24.svg"
"eb9aab75-b57d-5009-8b09-653917d044br","ai tagging spark","Tag with Sparkle","artificial-intelligence side-combination bottom-right","side-combination","ai tagging spark_eb9aab75-b57d-5009-8b09-653917d044br.svg"
"eb9aab75-b57d-5009-a3cb-caa71cc3b5br","tags check","Price Tag with Checkmark","interface-essential side-combination bottom-right","side-combination","tags check_eb9aab75-b57d-5009-a3cb-caa71cc3b5br.svg"
"eb9aab75-b57d-5009-a50b-2dd50dab7cbr","tags edit","Edit Tag with Pencil","interface-essential side-combination bottom-right","side-combination","tags edit_eb9aab75-b57d-5009-a50b-2dd50dab7cbr.svg"
"eb9aab75-b57d-5009-a858-53d1cdc716br","ai tagging robot","Robot Head and Price Tag","artificial-intelligence side-combination bottom-right","side-combination","ai tagging robot_eb9aab75-b57d-5009-a858-53d1cdc716br.svg"
"eba62204-89c9-492a-bf43-4a82353969e1","carnival poster","Theater Mask Poster","entertainment container-combination","container-combination","carnival poster_eba62204-89c9-492a-bf43-4a82353969e1.svg"
"ebece14d-0743-5ed8-b004-21bd27fe11br","dog cop badge","Police Dog and Shield Badge","pets side-combination bottom-right","side-combination","dog cop badge_ebece14d-0743-5ed8-b004-21bd27fe11br.svg"
"ec2d4eb4-b488-4b60-858e-9eff669a98tr","meeting monitor","Video Conference Monitor","office side-combination top-right","side-combination","meeting monitor_ec2d4eb4-b488-4b60-858e-9eff669a98tr.svg"
"ec2d4eb4-b488-4b60-8a28-7672b73847tr","identity stolen personal computer","Computer User Identity Phishing Hook","crime side-combination top-right","side-combination","identity stolen personal computer_ec2d4eb4-b488-4b60-8a28-7672b73847tr.svg"
"ec2d4eb4-b488-4b60-8b6d-a0ac8b9d53bl","meeting team monitor 1","Online Video Meeting with Participant","work side-combination bottom-left","side-combination","meeting team monitor 1_ec2d4eb4-b488-4b60-8b6d-a0ac8b9d53bl.svg"
"ec2d4eb4-b488-4b60-8c90-49f4774596br","recorded class student","Online Video Lesson Monitor","school-learning side-combination bottom-right","side-combination","recorded class student_ec2d4eb4-b488-4b60-8c90-49f4774596br.svg"
"ec2d4eb4-b488-4b60-93c6-5799843093bl","meeting team monitor man 1","Online Video Meeting","office side-combination bottom-left","side-combination","meeting team monitor man 1_ec2d4eb4-b488-4b60-93c6-5799843093bl.svg"
"ec2d4eb4-b488-4b60-9a3e-2d1ab17a73bl","meeting team monitor woman 1","Woman Video Conference Call","work side-combination bottom-left","side-combination","meeting team monitor woman 1_ec2d4eb4-b488-4b60-9a3e-2d1ab17a73bl.svg"
"ec2d4eb4-b488-4b60-af52-2432d0b107br","online class student","Online Learning Computer and Book","school-learning side-combination bottom-right","side-combination","online class student_ec2d4eb4-b488-4b60-af52-2432d0b107br.svg"
"ec31fe58-a3e8-438b-aacf-23318a701cbr","video game disk controller","Game Disc and Controller","video-games side-combination bottom-right","side-combination","video game disk controller_ec31fe58-a3e8-438b-aacf-23318a701cbr.svg"
"ec421b89-c7d9-573b-931b-0d558dad49br","hotel single bed add","Add Single Bed","hotels side-combination bottom-right","side-combination","hotel single bed add_ec421b89-c7d9-573b-931b-0d558dad49br.svg"
"ec421b89-c7d9-573b-b851-acf302ef01br","hotel single bed upload","Hotel Bed Upload","hotels side-combination bottom-right","side-combination","hotel single bed upload_ec421b89-c7d9-573b-b851-acf302ef01br.svg"
"ec6cb18b-47f8-5fc6-8bb3-41d6a1fb33br","common file disable","Disabled Document File","files side-combination bottom-right","side-combination","common file disable_ec6cb18b-47f8-5fc6-8bb3-41d6a1fb33br.svg"
"ec6cb18b-47f8-5fc6-8bba-d4d0f8b7b6bl","common file give hand 2","Hand Holding Document","files side-combination bottom-left","side-combination","common file give hand 2_ec6cb18b-47f8-5fc6-8bba-d4d0f8b7b6bl.svg"
