kind,id,old_concept,categories,position,main_prefix,main_ids,main_concepts,sub_tail,sub_ids,sub_concepts
container,724cec2d-4e21-444d-af41-3fdc5c490cc7,breakup heart skull,romance container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,af41-3fdc5c490cc7,bf02abda-c65a-4ff2-af41-3fdc5c490cc7,skull
container,724cec2d-4e21-444d-afb1-570ec971a498,heart love reload,social container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,afb1-570ec971a498,a576eae9-10c6-460b-afb1-570ec971a498,circular arrow
container,724cec2d-4e21-444d-b4cd-ed0973b91fb2,real estate favorite heart house,real-estate container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,b4cd-ed0973b91fb2,0ae7832b-1984-4734-b4cd-ed0973b91fb2,house
container,724cec2d-4e21-444d-b659-3f2fbd11c0a5,pets paw heart,pets container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,b659-3f2fbd11c0a5,162eae61-5c7a-4f66-b659-3f2fbd11c0a5,paw print
container,724cec2d-4e21-444d-bb6b-1d9b04b3a433,breakup heart skull,romance container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,bb6b-1d9b04b3a433,bb0c2575-3757-4901-bb6b-1d9b04b3a433,skull
container,724cec2d-4e21-444d-bc5d-1a46c93ca7e9,heart love charging,social container-combination,,724cec2d-4e21-444d-,724cec2d-4e21-444d-b8dc-15e8d8bedd82,heart,bc5d-1a46c93ca7e9,821a0fbf-70fd-4f18-bc5d-1a46c93ca7e9,flash
container,73361088-d185-4b41-8fcb-e228f769d500,meeting monitor webcam,office container-combination,,73361088-d185-4b41-,73361088-d185-4b41-a6d6-a7100df12b83,monitor webcam,8fcb-e228f769d500,55606b28-310c-4be8-8fcb-e228f769d500,person
container,73361088-d185-4b41-a8ba-99e528562c38,meeting monitor webcam,office container-combination,,73361088-d185-4b41-,73361088-d185-4b41-a6d6-a7100df12b83,monitor webcam,a8ba-99e528562c38,39d4dade-8ad3-48bc-a8ba-99e528562c38,person
container,73361088-d185-4b41-ba27-d943238ccfaa,meeting monitor webcam,office container-combination,,73361088-d185-4b41-,73361088-d185-4b41-a6d6-a7100df12b83,monitor webcam,ba27-d943238ccfaa,2234e12a-05f0-48de-ba27-d943238ccfaa,person
container,75538a64-612c-4b60-bc5e-ebc126adebb0,coffee jar,drinks container-combination,,75538a64-612c-4b60-,75538a64-612c-4b60-8baa-6003cb529f65,jar 1,bc5e-ebc126adebb0,49c7ba4a-3465-4f47-bc5e-ebc126adebb0,coffee bean
container,75d3488a-6912-4de5-80ad-577d64d63524,crypto currency bitcoin cloud,money container-combination,,75d3488a-6912-4de5-,75d3488a-6912-4de5-b1c9-1505730ec0ac,cloud,80ad-577d64d63524,cee74690-6aad-4510-80ad-577d64d63524,bitcoin
container,75d3488a-6912-4de5-9e9f-74e443e01b07,cloud gamimg service vortex 1,video-games container-combination,,75d3488a-6912-4de5-,75d3488a-6912-4de5-b1c9-1505730ec0ac,cloud,9e9f-74e443e01b07,8e306dff-212c-4c03-9e9f-74e443e01b07,vortex
container,75f115c6-e249-48a1-84e5-be7ff0923e87,snooze return repeat,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,84e5-be7ff0923e87,e7f654f6-570d-40dd-84e5-be7ff0923e87,clock
container,75f115c6-e249-48a1-8664-658ab7045658,sync location refresh,maps container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,8664-658ab7045658,9b4b8603-58f9-4f81-8664-658ab7045658,pin
container,75f115c6-e249-48a1-87af-b086cba90fe2,recalculate 1,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,87af-b086cba90fe2,623f8b25-c15d-42c1-87af-b086cba90fe2,math
container,75f115c6-e249-48a1-8eae-ef88e3411b1e,amazon web service managed service 2,programing container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,8eae-ef88e3411b1e,e3d63c1e-a685-484b-8eae-ef88e3411b1e,cog
container,75f115c6-e249-48a1-90b3-0342f52ed76e,amazon web service managed service 2,programing container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,90b3-0342f52ed76e,8ce3c661-d221-45e9-90b3-0342f52ed76e,cog
container,75f115c6-e249-48a1-9556-e131c14f8073,plane ticket return,travel container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,9556-e131c14f8073,18f96efa-93ca-4c4e-9556-e131c14f8073,plane 1
container,75f115c6-e249-48a1-9b53-69083f3313cb,synchronize arrows lock,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,9b53-69083f3313cb,25032f12-63bc-403a-9b53-69083f3313cb,lock
container,75f115c6-e249-48a1-9c97-aa942b6924da,amazon web service appsync,arrows container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,9c97-aa942b6924da,b4208180-348f-4efd-9c97-aa942b6924da,triangle
container,75f115c6-e249-48a1-a3af-94286a419e15,coding apps website edi arrows,networks container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,a3af-94286a419e15,0880b33d-b40b-4439-a3af-94286a419e15,edi (text)
container,75f115c6-e249-48a1-a53b-be1029308735,sync location refresh,maps container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,a53b-be1029308735,76f7fdb5-5122-45e4-a53b-be1029308735,pin
container,75f115c6-e249-48a1-a54b-ab36b6f8efb7,synchronize arrows lock,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,a54b-ab36b6f8efb7,ee9cb073-d745-4a2a-a54b-ab36b6f8efb7,lock
container,75f115c6-e249-48a1-a7c6-99e9bc8331a8,charging flash sync,mobile container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,a7c6-99e9bc8331a8,83a0452b-f452-49a0-a7c6-99e9bc8331a8,flash
container,75f115c6-e249-48a1-ab97-9058803311d6,synchronize arrows lock,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,ab97-9058803311d6,e43b261d-5d07-450c-ab97-9058803311d6,lock
container,75f115c6-e249-48a1-ae1a-a259c8c619ae,water protection refresh,ecology container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,ae1a-a259c8c619ae,01d89380-da3f-4d8c-ae1a-a259c8c619ae,drop
container,75f115c6-e249-48a1-afc4-cee5edb7104e,water protection refresh,ecology container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,afc4-cee5edb7104e,6eeb8b64-353f-4d55-afc4-cee5edb7104e,drop
container,75f115c6-e249-48a1-b84f-4ffd7244d650,snooze return repeat,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,b84f-4ffd7244d650,4ab76b4c-c88a-4586-b84f-4ffd7244d650,clock
container,75f115c6-e249-48a1-ba0a-63d3fdc12e97,snooze return repeat,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,ba0a-63d3fdc12e97,9f37004b-ad82-4bff-ba0a-63d3fdc12e97,clock
container,75f115c6-e249-48a1-bc5d-1a46c93ca7e9,charging flash sync,mobile container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,bc5d-1a46c93ca7e9,821a0fbf-70fd-4f18-bc5d-1a46c93ca7e9,flash
container,75f115c6-e249-48a1-be6b-b3ff28378c82,synchronize arrows warning,interface-essential container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,be6b-b3ff28378c82,22dbcbb2-ab8c-4fd4-be6b-b3ff28378c82,exclamation
container,75f115c6-e249-48a1-be6c-5d3d4bfc0c24,amazon web service managed service 2,programing container-combination,,75f115c6-e249-48a1-,75f115c6-e249-48a1-aac9-f840b6e89c3e,sync arrow,be6c-5d3d4bfc0c24,fcd99980-17d1-4b09-be6c-5d3d4bfc0c24,cog
container,77c6bcd1-df40-4a4c-808f-efcc29625d76,drugs logistic box,crime container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,808f-efcc29625d76,fc8e0c39-0672-4642-808f-efcc29625d76,pill
container,77c6bcd1-df40-4a4c-8565-6562d2773dd8,shipment fragile,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,8565-6562d2773dd8,25d79f58-c01d-4a82-8565-6562d2773dd8,glass and up arrow
container,77c6bcd1-df40-4a4c-8e7c-b9a940937812,drugs logistic box,crime container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,8e7c-b9a940937812,57704ac1-8756-4a8f-8e7c-b9a940937812,pill
container,77c6bcd1-df40-4a4c-91d5-f83818d726c9,shipment barcode,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,91d5-f83818d726c9,e7b1e1e5-d8dd-49d8-91d5-f83818d726c9,barcode
container,77c6bcd1-df40-4a4c-9777-0270443ac262,package size l,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9777-0270443ac262,a1f304c9-b1f2-4c50-9777-0270443ac262,L (text)
container,77c6bcd1-df40-4a4c-98bb-b90c40309892,deliver issue box,protection container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,98bb-b90c40309892,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
container,77c6bcd1-df40-4a4c-9b79-4b6a6ff8d3b2,shipment barcode,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9b79-4b6a6ff8d3b2,7283882e-90f2-40c7-9b79-4b6a6ff8d3b2,barcode
container,77c6bcd1-df40-4a4c-9b7e-bba72b5f6a14,dangerous logistic box,crime container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9b7e-bba72b5f6a14,43ebe571-7748-45bd-9b7e-bba72b5f6a14,skull 1
container,77c6bcd1-df40-4a4c-9bd6-25aa15afe55c,package size m,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9bd6-25aa15afe55c,3cdc9209-2156-4816-9bd6-25aa15afe55c,m (text)
container,77c6bcd1-df40-4a4c-9efb-25902b8f8869,download box,delivery container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9efb-25902b8f8869,ef18ef0e-e836-4934-9efb-25902b8f8869,arrow down
container,77c6bcd1-df40-4a4c-9f0b-cfffcb853637,upload thick box,delivery container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,9f0b-cfffcb853637,5a531ee0-acc0-409b-9f0b-cfffcb853637,up arrow
container,77c6bcd1-df40-4a4c-a4f9-684f4d61861b,shipment barcode,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,a4f9-684f4d61861b,d7b4657c-3734-40c1-a4f9-684f4d61861b,barcode
container,77c6bcd1-df40-4a4c-b928-083d50e252f1,recycled box 2,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,b928-083d50e252f1,99131c40-2e10-4d8b-b928-083d50e252f1,recycle
container,77c6bcd1-df40-4a4c-ba85-0806880f179d,package size s,shipping container-combination,,77c6bcd1-df40-4a4c-,77c6bcd1-df40-4a4c-8496-bcdb8d646c03,package,ba85-0806880f179d,e6159229-6c64-41b4-ba85-0806880f179d,s (text)
container,79eae0ea-a0a3-48d0-a1b2-de1314bf33de,clean car cable,ecology container-combination,,79eae0ea-a0a3-48d0-,79eae0ea-a0a3-48d0-a56a-a874914d50c3,circle cable,a1b2-de1314bf33de,8156415b-cbe0-4085-a1b2-de1314bf33de,car
container,79eae0ea-a0a3-48d0-aaa7-d89d24b33193,clean car cable,ecology container-combination,,79eae0ea-a0a3-48d0-,79eae0ea-a0a3-48d0-a56a-a874914d50c3,circle cable,aaa7-d89d24b33193,eaa7f06c-57de-4d21-aaa7-d89d24b33193,car
container,79eae0ea-a0a3-48d0-bce0-4e8fa2bfefc8,clean car cable,ecology container-combination,,79eae0ea-a0a3-48d0-,79eae0ea-a0a3-48d0-a56a-a874914d50c3,circle cable,bce0-4e8fa2bfefc8,796e3289-99b8-4ef8-bce0-4e8fa2bfefc8,car
container,7a7343f1-5eae-443d-80ad-577d64d63524,crypto currency bitcoin laptop,finance container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,80ad-577d64d63524,cee74690-6aad-4510-80ad-577d64d63524,bitcoin
container,7a7343f1-5eae-443d-8572-c95bc40dc8e1,real estate app building laptop 1,real-estate container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8572-c95bc40dc8e1,24e8a2b3-57d5-4e9a-8572-c95bc40dc8e1,building
container,7a7343f1-5eae-443d-8816-ecfc56a54c18,wifi laptop,networks container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8816-ecfc56a54c18,f683dd0c-b161-414e-8816-ecfc56a54c18,wifi
container,7a7343f1-5eae-443d-8b7c-a4f1ef3fa11c,monitoring heart beat laptop,health container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8b7c-a4f1ef3fa11c,9145ab9c-f67d-46a0-8b7c-a4f1ef3fa11c,wave
container,7a7343f1-5eae-443d-8d10-414df21c0f8a,laptop smiley 1,computers container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8d10-414df21c0f8a,5ee1d8ff-a85e-4f98-8d10-414df21c0f8a,smiley face
container,7a7343f1-5eae-443d-8de6-23be0bf1d811,laptop shield,apps container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8de6-23be0bf1d811,378dbc4a-8e49-4c92-8de6-23be0bf1d811,shield with plus
container,7a7343f1-5eae-443d-8fcb-e228f769d500,work from home laptop meeting,work container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,8fcb-e228f769d500,55606b28-310c-4be8-8fcb-e228f769d500,person
container,7a7343f1-5eae-443d-970c-76948410da91,real estate app building laptop 1,real-estate container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,970c-76948410da91,265ecf16-9a75-43f1-970c-76948410da91,building
container,7a7343f1-5eae-443d-984f-c475f5f845c1,read email laptop,emails container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,984f-c475f5f845c1,75ad5383-92bd-435c-984f-c475f5f845c1,mail
container,7a7343f1-5eae-443d-9a30-af5a45d63503,e learning laptop 1,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,9a30-af5a45d63503,ac0c8839-9020-4a65-9a30-af5a45d63503,cap
container,7a7343f1-5eae-443d-9b53-69083f3313cb,laptop lock 1,computers container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,9b53-69083f3313cb,25032f12-63bc-403a-9b53-69083f3313cb,lock
container,7a7343f1-5eae-443d-9f83-4f718aa3d83a,laptop home,websites container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,9f83-4f718aa3d83a,1de511b3-0217-41f6-9f83-4f718aa3d83a,house
container,7a7343f1-5eae-443d-a128-75a6fbed4550,laptop user,apps container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a128-75a6fbed4550,1bbf46af-b1e3-4c99-a128-75a6fbed4550,person 1
container,7a7343f1-5eae-443d-a180-2f30f8dd6260,laptop home,websites container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a180-2f30f8dd6260,0fc5aeb5-baa0-42bb-a180-2f30f8dd6260,house
container,7a7343f1-5eae-443d-a205-b2d56aaf29a5,read email laptop,emails container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a205-b2d56aaf29a5,a6d5c36b-5f72-4bbf-a205-b2d56aaf29a5,mail
container,7a7343f1-5eae-443d-a250-66873df772a9,laptop smiley 1,computers container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a250-66873df772a9,b3826549-0cc8-4855-a250-66873df772a9,smiley face
container,7a7343f1-5eae-443d-a2c1-7130db0c4b84,e learning laptop,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a2c1-7130db0c4b84,cb316a68-9f9f-4995-a2c1-7130db0c4b84,share 1
container,7a7343f1-5eae-443d-a54b-ab36b6f8efb7,laptop lock 1,computers container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a54b-ab36b6f8efb7,ee9cb073-d745-4a2a-a54b-ab36b6f8efb7,lock
container,7a7343f1-5eae-443d-a644-383157d2d39b,e commerce cart laptop,ecommerce container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a644-383157d2d39b,790ba4c2-a8e0-42c1-a644-383157d2d39b,cart
container,7a7343f1-5eae-443d-a6cb-614bce76c814,amazon web service analytic,websites container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a6cb-614bce76c814,3d84de66-b548-49ba-a6cb-614bce76c814,arrow trend up
container,7a7343f1-5eae-443d-a750-e243701b34d3,e commerce cart laptop,ecommerce container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a750-e243701b34d3,aa216d16-932a-4199-a750-e243701b34d3,cart
container,7a7343f1-5eae-443d-a775-fc33b3c13e12,laptop user,apps container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a775-fc33b3c13e12,093e80cf-d93b-43db-a775-fc33b3c13e12,person 1
container,7a7343f1-5eae-443d-a7c1-7d22f0de49cc,medical app laptop 1,health container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a7c1-7d22f0de49cc,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
container,7a7343f1-5eae-443d-a866-11f751605109,e commerce cart laptop,ecommerce container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a866-11f751605109,d135db2c-7817-40f2-a866-11f751605109,cart
container,7a7343f1-5eae-443d-a8ba-99e528562c38,work from home laptop meeting,work container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a8ba-99e528562c38,39d4dade-8ad3-48bc-a8ba-99e528562c38,person
container,7a7343f1-5eae-443d-a918-3bd5f9af838a,e commerce basket laptop,ecommerce container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a918-3bd5f9af838a,aa83e1c0-9fa1-4d19-a918-3bd5f9af838a,basket
container,7a7343f1-5eae-443d-a93b-dc7b4a54ff1a,real estate app building laptop 1,real-estate container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,a93b-dc7b4a54ff1a,68b98b76-99c3-4bca-a93b-dc7b4a54ff1a,building
container,7a7343f1-5eae-443d-ab97-9058803311d6,laptop lock 1,computers container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,ab97-9058803311d6,e43b261d-5d07-450c-ab97-9058803311d6,lock
container,7a7343f1-5eae-443d-af72-39a55b85a974,video player laptop,video container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,af72-39a55b85a974,0b3968b5-326d-4914-af72-39a55b85a974,play
container,7a7343f1-5eae-443d-b391-cf08f66084de,e learning book laptop,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b391-cf08f66084de,a147931e-057f-4518-b391-cf08f66084de,book open
container,7a7343f1-5eae-443d-b4cd-ed0973b91fb2,laptop home,websites container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b4cd-ed0973b91fb2,0ae7832b-1984-4734-b4cd-ed0973b91fb2,house
container,7a7343f1-5eae-443d-b6aa-c204a6cca58e,e learning laptop math,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b6aa-c204a6cca58e,f6bca356-800d-4c0a-b6aa-c204a6cca58e,2 PLUS (text)
container,7a7343f1-5eae-443d-b7c8-3c963f7c35dd,e commerce basket laptop,ecommerce container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b7c8-3c963f7c35dd,37404b45-6940-44fc-b7c8-3c963f7c35dd,basket
container,7a7343f1-5eae-443d-b7ed-cc8825ddf0d9,e learning book laptop,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b7ed-cc8825ddf0d9,710c81fd-6fdd-45a1-b7ed-cc8825ddf0d9,book open
container,7a7343f1-5eae-443d-b9c5-aeb683f83bc5,laptop user,apps container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,b9c5-aeb683f83bc5,421aee38-8e76-46f2-b9c5-aeb683f83bc5,person 1
container,7a7343f1-5eae-443d-ba27-d943238ccfaa,work from home laptop meeting,work container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,ba27-d943238ccfaa,2234e12a-05f0-48de-ba27-d943238ccfaa,person
container,7a7343f1-5eae-443d-bf5c-1082165dfba9,e learning book laptop,school-learning container-combination,,7a7343f1-5eae-443d-,7a7343f1-5eae-443d-b8b7-d063758ee85e,laptop,bf5c-1082165dfba9,1421392c-5884-4c7e-bf5c-1082165dfba9,book open
container,7b374e57-1910-4c94-a3ea-2c4af962bcb7,currency sign won bag,money container-combination,,7b374e57-1910-4c94-,7b374e57-1910-4c94-8ccf-5772b68aa865,pouch 1,a3ea-2c4af962bcb7,18f047b9-f81e-571a-a3ea-2c4af962bcb7,won
container,7b374e57-1910-4c94-ad31-d5271f278137,currency sign liras bag,money container-combination,,7b374e57-1910-4c94-,7b374e57-1910-4c94-8ccf-5772b68aa865,pouch 1,ad31-d5271f278137,986af714-6fb8-449a-ad31-d5271f278137,liras
container,7b374e57-1910-4c94-bc8a-40fa2559c98c,money bag dollar,money container-combination,,7b374e57-1910-4c94-,7b374e57-1910-4c94-8ccf-5772b68aa865,pouch 1,bc8a-40fa2559c98c,3334fbb0-436e-4762-bc8a-40fa2559c98c,currency dollar
container,7bd72b9b-53ce-4a6e-8057-8a88c92a68bc,book music,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,8057-8a88c92a68bc,55d86d50-5f31-41c5-8057-8a88c92a68bc,music
container,7bd72b9b-53ce-4a6e-808f-efcc29625d76,drug guide book,health container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,808f-efcc29625d76,fc8e0c39-0672-4642-808f-efcc29625d76,pill
container,7bd72b9b-53ce-4a6e-8664-658ab7045658,book pin,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,8664-658ab7045658,9b4b8603-58f9-4f81-8664-658ab7045658,pin
container,7bd72b9b-53ce-4a6e-88e6-64ee12800ad1,islamic book,religion container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,88e6-64ee12800ad1,e385a617-1ac0-43e4-88e6-64ee12800ad1,moon
container,7bd72b9b-53ce-4a6e-8ccd-44e3dda750ea,book image,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,8ccd-44e3dda750ea,f4ded89f-6648-403c-8ccd-44e3dda750ea,image
container,7bd72b9b-53ce-4a6e-8e7c-b9a940937812,drug guide book,health container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,8e7c-b9a940937812,57704ac1-8756-4a8f-8e7c-b9a940937812,pill
container,7bd72b9b-53ce-4a6e-94e6-d83af50f3387,ecology leaf book,ecology container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,94e6-d83af50f3387,164d9e51-fa44-4293-94e6-d83af50f3387,leaf right
container,7bd72b9b-53ce-4a6e-9864-e5c93655f156,book image,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,9864-e5c93655f156,e83bac9c-f640-4df4-9864-e5c93655f156,image
container,7bd72b9b-53ce-4a6e-990d-dd252676e00e,ecology leaf book,ecology container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,990d-dd252676e00e,1157517b-90dd-480d-990d-dd252676e00e,leaf right
container,7bd72b9b-53ce-4a6e-9c62-9622160eca5c,book star,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,9c62-9622160eca5c,b255daf0-3adf-4238-9c62-9622160eca5c,star
container,7bd72b9b-53ce-4a6e-9cfe-95949447c94e,astrology book,religion container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,9cfe-95949447c94e,1791bde9-d3d7-4a85-9cfe-95949447c94e,star of david
container,7bd72b9b-53ce-4a6e-a337-c2575e324bb8,book heart,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,a337-c2575e324bb8,0104273d-3559-4788-a337-c2575e324bb8,heart
container,7bd72b9b-53ce-4a6e-a3a7-5bdffc5bac69,project book building,building container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,a3a7-5bdffc5bac69,a6adecf4-5959-4f91-a3a7-5bdffc5bac69,building 1
container,7bd72b9b-53ce-4a6e-a53b-be1029308735,book pin,content container-combination,,7bd72b9b-53ce-4a6e-,7bd72b9b-53ce-4a6e-9be0-ff265141553a,book,a53b-be1029308735,76f7fdb5-5122-45e4-a53b-be1029308735,pin
